art_id,entity_text,cdmx_official_name,doc_id,match_quality,openai_response
2F07FC1B_35,Ley de la materia,,,no_match,NO_MATCH
2F07FC1B_435,ley para enajenar,,,no_match,NO_MATCH
2F07FC1B_721,ley para la prescripción,,,no_match,NO_MATCH
2F07FC1B_915,ley federal correspondiente,,,no_match,NO_MATCH
2F07FC1B_1333,ley para desempeñar la tutela legítima y que rehusen sin causa legítima desempeñarla,,,no_match,NO_MATCH
2F07FC1B_1828,ley de la naturaleza o con una norma jurídica que debe regirlo necesariamente y que constituye un obstáculo insuperable para su realización,,,no_match,NO_MATCH
2F07FC1B_1859,ley sobre los mismos,,,no_match,NO_MATCH
2F07FC1B_1927,Ley de la materia y en los demás casos en términos del presente Código,,,no_match,NO_MATCH
2F07FC1B_2273,ley para que la venta sea perfecta,,,no_match,NO_MATCH
2F07FC1B_2448J,ley de la materia,,,no_match,NO_MATCH
2F07FC1B_3035,Ley de la materia les fijen un plazo de caducidad más breve,,,no_match,NO_MATCH
D0D23E5F_5,Ley General del Sistema,,,no_match,NO_MATCH
D0D23E5F_10,Ley de la materia,,,no_match,NO_MATCH
D0D23E5F_35,ley para la colaboración y autorización de sus actuaciones,,,no_match,NO_MATCH
D0D23E5F_60,ley de la materia,,,no_match,NO_MATCH
D0D23E5F_62,Ley de la materia y Tratados Internacionales de los que el Estado Mexicano sea parte,,,no_match,NO_MATCH
D0D23E5F_63,ley de la materia,,,no_match,NO_MATCH
D0D23E5F_63BIS,ley de la materia,,,no_match,NO_MATCH
2155A245_33,Ley de esa materia,,,no_match,NO_MATCH
2155A245_45,Ley de Cuidados Alternativos y demás normatividad jurídica aplicable,,,error,"Error: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-gW78pMOWO7PqFXJquikGXMLb on tokens per min (TPM): Limit 200000, Used 192821, Requested 9634. Please try again in 736ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}"
7566EC96_114,Ley de la materia correspondiente,,,no_match,NO_MATCH
7566EC96_117,"Ley del
Procedimiento Administrativo",,,error,"Error: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-gW78pMOWO7PqFXJquikGXMLb on tokens per min (TPM): Limit 200000, Used 192790, Requested 9625. Please try again in 724ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}"
B18633D0_16,ley para las trabajadoras en los casos a que se refiere la fracción I de este artículo,,,no_match,NO_MATCH
71C56206_8,Ley General deberán ser interpretadas a Lengua de Señas Mexicana,,,no_match,NO_MATCH
71C56206_9,Ley General que diseñe,,,no_match,NO_MATCH
71C56206_10,Ley Federal de Responsabilidad de los Servidores Públicos,,,no_match,NO_MATCH
71C56206_11,Ley General y la Ley,,,no_match,NO_MATCH
71C56206_18,Ley General para el uso de procedimientos y recursos relativos al rescate,,,no_match,NO_MATCH
71C56206_25,Ley General investigados y judicializados,,,no_match,NO_MATCH
71C56206_31,Ley General al Distrito Federal,,,no_match,NO_MATCH
71C56206_48,Ley General en centros de trabajo,,,no_match,NO_MATCH
71C56206_52,Ley General en las dependencias y entidades del Distrito Federal,,,no_match,NO_MATCH
71C56206_52,Ley General de los que tengan conocimiento en el ejercicio de sus funciones,,,no_match,NO_MATCH
71C56206_81,Ley General a las áreas especializadas de atención,,,no_match,NO_MATCH
3F714625_11,Ley de la materia,,,no_match,NO_MATCH
7C5E7A9B_5,ley de la materia,,,no_match,NO_MATCH
7C5E7A9B_28,Ley Federal en la materia,,,no_match,NO_MATCH
7C5E7A9B_33,Ley Federal sobre Metrología y Normalización por un ente certificador acreditado ante la entidad Mexicana de Acreditación,,,no_match,NO_MATCH
F5B39E56_44,Ley de la materia se señalen como competencia de la Secretaría,,,no_match,NO_MATCH
F5B39E56_56TER,ley de la materia,,,no_match,NO_MATCH
F5B39E56_56TER,ley de la materia,,,no_match,NO_MATCH
F5B39E56_59,ley de la materia y las Condiciones Generales de Trabajo del personal de la Secretaría,,,no_match,NO_MATCH
22A7243E_3,Ley del Programa,,,no_match,NO_MATCH
22A7243E_4,Ley del Programa y el presente Reglamento,,,no_match,NO_MATCH
22A7243E_5,Ley de Presupuesto y Gasto Eficiente del Distrito Federal,,,no_match,NO_MATCH
22A7243E_20,Ley del Programa y en la convocatoria que emitirá el Comité,,,no_match,NO_MATCH
1845EF43_43,Ley para nombrar a un nuevo Administrador,,,no_match,NO_MATCH
FB6CCCAE_30,ley de la materia en la Ciudad de México,,,no_match,NO_MATCH
FB6CCCAE_48,Ley de la materia,,,no_match,NO_MATCH
690FA405_26,ley de la materia,,,no_match,NO_MATCH
690FA405_35,ley de la materia,,,no_match,NO_MATCH
690FA405_38,ley de la materia sancionará este tipo de expresiones,,,no_match,NO_MATCH
98C6B489_4,Ley de Presupuesto,,,no_match,NO_MATCH
98C6B489_6,ley de la materia,,,no_match,NO_MATCH
98C6B489_6,ley de la materia,,,no_match,NO_MATCH
98C6B489_6,ley de la materia y para toda persona,,,no_match,NO_MATCH
98C6B489_29,ley de la materia,,,no_match,NO_MATCH
98C6B489_50,ley de la materia,,,no_match,NO_MATCH
98C6B489_94,ley de la materia,,,no_match,NO_MATCH
98C6B489_96,ley de la materia,,,no_match,NO_MATCH
98C6B489_160,ley de la materia,,,no_match,NO_MATCH
98C6B489_176,ley de la materia,,,no_match,NO_MATCH
98C6B489_179,ley de la materia,,,no_match,NO_MATCH
98C6B489_179,ley de la materia,,,no_match,NO_MATCH
98C6B489_181,ley de la materia,,,no_match,NO_MATCH
98C6B489_251,Ley General y este Código,,,no_match,NO_MATCH
98C6B489_273,Ley General y este Código,,,no_match,NO_MATCH
98C6B489_273,Ley General y este Código,,,no_match,NO_MATCH
98C6B489_273,Ley General y este Código,,,no_match,NO_MATCH
98C6B489_294,ley de la materia,,,no_match,NO_MATCH
98C6B489_310,Ley General y este Código,,,no_match,NO_MATCH
98C6B489_310,Ley General y este Código,,,no_match,NO_MATCH
98C6B489_367,ley de la materia,,,no_match,NO_MATCH
98C6B489_400,Ley General y este Código,,,no_match,NO_MATCH
98C6B489_466,Ley de la materia,,,no_match,NO_MATCH
98C6B489_468,Ley de la materia y este Código,,,no_match,NO_MATCH
98C6B489_468,Ley de la materia y este Código,,,no_match,NO_MATCH
98C6B489_468,Ley de la materia y de conformidad con lo siguiente,,,no_match,NO_MATCH
98C6B489_473,Ley General y este Código,,,no_match,NO_MATCH
EEDDE287_2,ley federal en la materia,,,no_match,NO_MATCH
EEDDE287_2,Ley de Presupuesto y Gasto Eficiente del Distrito Federal,,,no_match,NO_MATCH
EEDDE287_8,Ley para efectos administrativos,,,no_match,NO_MATCH
EEDDE287_18QUATER,Ley de la materia,,,no_match,NO_MATCH
1CF89C01_10,ley de la materia,,,no_match,NO_MATCH
1CF89C01_26,ley de la materia,,,no_match,NO_MATCH
1CF89C01_28,Ley de la materia,,,no_match,NO_MATCH
1CF89C01_28,ley de la materia,,,no_match,NO_MATCH
1CF89C01_28,Ley de la materia,,,no_match,NO_MATCH
1CF89C01_31,"ley de la materia
Fracción adicionada G",,,no_match,NO_MATCH
1CF89C01_32,Ley de Ciencia y Tecnología,,,no_match,NO_MATCH
1CF89C01_43,Ley de la materia,,,no_match,NO_MATCH
74FF23BF_6,ley para la interrupción legal del embarazo,,,no_match,NO_MATCH
74FF23BF_53,ley para la instalación progresiva,,,no_match,NO_MATCH
86FB6857_29,ley de la materia,,,no_match,NO_MATCH
86FB6857_49,ley para celebrar convenios de reconocimiento de límites territoriales se regirá por los principios de sencillez,,,no_match,NO_MATCH
91D97F46_2,Ley de Ingresos de la Federación,,,no_match,NO_MATCH
FFAF5E72_17,Ley de Fomento al Cine Mexicano de la Ciudad de México,,,no_match,NO_MATCH
FC3F5431_71TER,Ley de la materia,,,no_match,NO_MATCH
FC3F5431_224,Ley de la materia,,,no_match,NO_MATCH
FC3F5431_241BIS,Ley de la materia,,,no_match,NO_MATCH
FC3F5431_354,ley de la materia,,,no_match,NO_MATCH
C0E713ED_27BIS,ley de los representantes y defensor,,,no_match,NO_MATCH
C0E713ED_107,Ley para que el Jefe de Gobierno los expida,,,no_match,NO_MATCH
BA76459A_46,Ley de la materia,,,no_match,NO_MATCH
BA76459A_97,ley de la materia,,,no_match,NO_MATCH
BA76459A_107,ley de la materia,,,no_match,NO_MATCH
BA76459A_108,ley de la materia,,,no_match,NO_MATCH
BA76459A_109,ley de la materia,,,no_match,NO_MATCH
BA76459A_109,ley de la materia,,,no_match,NO_MATCH
C08ED0E5_9,Ley de la materia,,,no_match,NO_MATCH
44022C97_58,Ley Federal en la materia,,,no_match,NO_MATCH
4BC0C88C_5,Ley sobre Justicia en Materia de Faltas de Policía y Buen Gobierno del Distrito Federal,,,no_match,NO_MATCH
0635A949_46,Ley para celebrar contratos de donación respecto de los bienes de dominio privado de su propiedad,,,no_match,NO_MATCH
D210670F_13,ley de la materia,,,no_match,NO_MATCH
79188754_145,Ley de la materia vigente,,,no_match,NO_MATCH
4EF1658F_38,ley de la materia,,,no_match,NO_MATCH
4EF1658F_68,Ley de la materia,,,no_match,NO_MATCH
4EF1658F_69,ley de la materia,,,no_match,NO_MATCH
4EF1658F_80,Ley de la materia,,,no_match,NO_MATCH
4EF1658F_89,ley de la materia,,,no_match,NO_MATCH
4EF1658F_91,ley de la materia,,,no_match,NO_MATCH
22F74C46_12,Ley del Sistema y demás normativa aplicable,,,no_match,NO_MATCH
234F69A3_11C,Ley de la materia,,,no_match,NO_MATCH
234F69A3_21D,ley de la materia,,,no_match,NO_MATCH
234F69A3_21D,ley de la materia,,,no_match,NO_MATCH
234F69A3_27DECIES,ley para su registro se guiarán por los principios de justicia,,,no_match,NO_MATCH
234F69A3_27DECIES,ley de la materia,,,no_match,NO_MATCH
234F69A3_31D,ley de la materia,,,no_match,NO_MATCH
234F69A3_38T,ley de la materia,,,no_match,NO_MATCH
234F69A3_44P,ley para la colaboración y autorización de sus actuaciones,,,no_match,NO_MATCH
234F69A3_44P,ley para la colaboración y autorización de sus actuaciones,,,no_match,NO_MATCH
234F69A3_47C,ley de la materia,,,no_match,NO_MATCH
234F69A3_53A,ley de la materia,,,no_match,NO_MATCH
234F69A3_53A,ley de la materia,,,no_match,NO_MATCH
234F69A3_53A,ley de la materia cuyo resultado tendrá carácter vinculante,,,no_match,NO_MATCH
234F69A3_53A,ley de la materia,,,no_match,NO_MATCH
234F69A3_53A,ley de la materia,,,no_match,NO_MATCH
234F69A3_56D,ley de la materia,,,no_match,NO_MATCH
234F69A3_56D,ley de la materia,,,no_match,NO_MATCH
234F69A3_56D,ley de la materia,,,no_match,NO_MATCH
234F69A3_56D,ley de la materia,,,no_match,NO_MATCH
234F69A3_59D,ley de la materia determine,,,no_match,NO_MATCH
234F69A3_59D,ley para la protección a las trabajadoras y los trabajadores indígenas domésticos y ambulantes,,,no_match,NO_MATCH
234F69A3_59D,ley de la materia,,,no_match,NO_MATCH
234F69A3_62D,ley de la materia,,,no_match,NO_MATCH
234F69A3_62D,ley de la materia,,,no_match,NO_MATCH
234F69A3_62D,ley de la materia,,,no_match,NO_MATCH
CCC16BC7_32,Ley de la materia establezca,,,no_match,NO_MATCH
0EC8FD6C_32,Ley de la materia,,,no_match,NO_MATCH
71D41E18_22,Ley para acreditar el cumplimiento de los principios,,,no_match,NO_MATCH
BD547D19_7,Ley de la materia,,,no_match,NO_MATCH
F14C9D5F_10,Ley de la Materia,,,no_match,NO_MATCH
783C9BC5_10,Ley para practicar operaciones,,,no_match,NO_MATCH
4D0EA222_7,Ley para su mejor cumplimiento,,,no_match,NO_MATCH
955199A7_39,ley de la materia y demás ordenamientos aplicables,,,no_match,NO_MATCH
955199A7_42,ley de la materia cuyo resultado tendrá carácter vinculante,,,no_match,NO_MATCH
955199A7_49,ley de la materia,,,no_match,NO_MATCH
955199A7_61,ley de la materia,,,no_match,NO_MATCH
955199A7_68,Ley para que los actos del Concejo tengan validez,,,no_match,NO_MATCH
955199A7_104,ley de la materia,,,no_match,NO_MATCH
955199A7_117,ley de la materia,,,no_match,NO_MATCH
955199A7_119,ley de la materia,,,no_match,NO_MATCH
955199A7_132,ley de la materia,,,no_match,NO_MATCH
955199A7_180,ley de la materia,,,no_match,NO_MATCH
955199A7_207,ley de la materia,,,no_match,NO_MATCH
955199A7_213,ley de la materia,,,no_match,NO_MATCH
955199A7_213,ley de la materia,,,no_match,NO_MATCH
955199A7_232,ley de la materia,,,no_match,NO_MATCH
955199A7_233,ley de la materia,,,no_match,NO_MATCH
483FF7A5_86,Ley de Hidrocarburos,,,no_match,NO_MATCH
BF189D0A_6,ley de la materia,,,no_match,NO_MATCH
C24F3487_16,"Ley para
la generación de una red de intérpretes y traductores en lenguas nacionales y lenguas distintas al
español con mayor número de hablantes a cuyo efecto",,,no_match,NO_MATCH
2923F125_26,Ley Federal de Responsabilidad de los Servidores Públicos,,,no_match,NO_MATCH
7CAEE9BB_19,Ley de la materia,,,no_match,NO_MATCH
82EC20CA_25,Ley de Justicia Cívica del Distrito Federal y demás ordenamientos jurídicos aplicables,,,no_match,NO_MATCH
C4AC6D85_2,Ley de la materia de la Ciudad de México,,,no_match,NO_MATCH
C4AC6D85_100,ley de la materia,,,no_match,NO_MATCH
C4AC6D85_114,Ley de Presupuesto y Gasto Eficiente de la Ciudad de México y la normatividad interna que en materia contable,,,no_match,NO_MATCH
A92D78A0_4,Ley para los efectos administrativos,,,no_match,NO_MATCH
5439F880_7,Ley General y el Código considerando,,,no_match,NO_MATCH
9461E65F_7,ley para efectos administrativos,,,no_match,NO_MATCH
DE4C07A7_2,Ley para la Prevención,,,no_match,NO_MATCH
DE4C07A7_3,Ley para la Prevención,,,no_match,NO_MATCH
DE4C07A7_3,Ley para la Prevención,,,no_match,NO_MATCH
D6247448_26,ley de la materia,,,no_match,NO_MATCH
057212A0_60,Ley de la materia,,,no_match,NO_MATCH
F5CAFBB3_17,Ley de la materia y demás lineamientos normativos de orientación y atención respecto a los servicios que son proporcionados a efecto de facilitar a los parti,,,no_match,NO_MATCH
2B129DFF_10,ley de la materia,,,no_match,NO_MATCH
62CDA32A_43,Ley de la materia,,,no_match,NO_MATCH
62CDA32A_64,Ley de la materia,,,no_match,NO_MATCH
298E1252_25,ley de la materia,,,no_match,NO_MATCH
298E1252_96,Ley sobre el particular,,,no_match,NO_MATCH
0A60CDC9_9,Ley de Justicia Cívica para el Distrito Federal,,,no_match,NO_MATCH
44E613EB_9,Ley de la materia,,,no_match,NO_MATCH
80360428_34,ley para oír y recibir notificaciones,,,no_match,NO_MATCH
C538DBF3_22,ley de la materia,,,no_match,NO_MATCH
C538DBF3_63,ley federal de la materia,,,no_match,NO_MATCH
C538DBF3_74,ley de la materia,,,no_match,NO_MATCH
C538DBF3_95,ley de la materia,,,no_match,NO_MATCH
C538DBF3_126,Ley General prevé para las Academias e Institutos,,,no_match,NO_MATCH
926E4541_14,Ley para cada rubro,,,no_match,NO_MATCH
926E4541_19,Ley Federal sobre Metrología y Normalización,,,no_match,NO_MATCH
A91EEE4B_3,Ley para la Atención,,,no_match,NO_MATCH
55FBF591_21,"Ley de la
materia",,,no_match,NO_MATCH
55FBF591_27,"ley de la materia y
demás normas que regulen la integración",,,no_match,NO_MATCH
55FBF591_71,"ley de la
materia",,,no_match,NO_MATCH
55FBF591_118,"Ley para el ingreso y permanencia en el
puesto correspondiente",,,no_match,NO_MATCH
5D63EB47_6,Ley para elaborar su Reglamento,,,no_match,NO_MATCH
6D6F29EF_6,Ley de la materia,,,no_match,NO_MATCH
6D6F29EF_7,Ley de Procedimiento y el Código de Procedimientos Civiles del Distrito Federal,,,no_match,NO_MATCH
6D6F29EF_83,ley de la materia,,,no_match,NO_MATCH
BF99723E_3,Ley General y la Ley,,,no_match,NO_MATCH
BF99723E_12,Ley General y la Ley,,,no_match,NO_MATCH
BF99723E_39,Ley General y la Ley,,,no_match,NO_MATCH
0565BA1A_8,Ley Federal en la materia,,,no_match,NO_MATCH
0565BA1A_157,Ley para las Dependencias y Órganos Desconcentrados,,,no_match,NO_MATCH
4366FEBF_26,Ley General define como del fuero común,,,no_match,NO_MATCH
4366FEBF_26,Ley General define como del fuero común,,,no_match,NO_MATCH
99BF2672_2,ley de la materia,,,no_match,NO_MATCH
99BF2672_45,ley de la materia,,,no_match,NO_MATCH
99BF2672_113,ley de la materia,,,no_match,NO_MATCH
D26A0A36_10BIS,Ley para generar una cultura de tenencia responsable y cívica de protección,,,no_match,NO_MATCH
D26A0A36_64,Ley de la competencia de los Juzgados Cívicos,,,no_match,NO_MATCH
807464C1_24,"Ley del
Procedimiento Administrativo",,,error,"Error: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-gW78pMOWO7PqFXJquikGXMLb on tokens per min (TPM): Limit 200000, Used 192790, Requested 9625. Please try again in 724ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}"
807464C1_37,"Ley del Procedimiento
Administrativo",,,error,"Error: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-gW78pMOWO7PqFXJquikGXMLb on tokens per min (TPM): Limit 200000, Used 192687, Requested 9625. Please try again in 693ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}"
ACACDF9F_65,Ley General y la Ley del Sistema,,,no_match,NO_MATCH
ACACDF9F_104,Ley del Sistema y fracción II del artículo,,,no_match,NO_MATCH
D1B350E3_5,Ley Federal de la materia,,,no_match,NO_MATCH
D1B350E3_76,Ley de Ingresos de la Federación,,,no_match,NO_MATCH
D1B350E3_182,Ley de Presupuesto y Gasto Eficiente de la Ciudad de México,,,no_match,NO_MATCH
D1B350E3_182,Ley de Presupuesto y Gasto Eficiente de la Ciudad de México,,,no_match,NO_MATCH
78F63ACE_1,ley de la materia,,,no_match,NO_MATCH
B598BEAE_18,Ley de la materia,,,no_match,NO_MATCH
4475B197_4,Ley de Firma Electrónica para el Distrito Federal,,,no_match,NO_MATCH
6B27E62A_29,ley de la materia,,,no_match,NO_MATCH
6B27E62A_36,Ley de Ingresos de la Federación,,,no_match,NO_MATCH
BF2515FB_8,ley de la materia,,,no_match,NO_MATCH
BF2515FB_15,ley de la materia,,,no_match,NO_MATCH
BF2515FB_36,Ley de la materia,,,no_match,NO_MATCH
BF2515FB_78,Ley de dicha Entidad,,,no_match,NO_MATCH
3646DA69_9,Ley para su debida atención y observancia,,,no_match,NO_MATCH
5B0B6BFB_33,ley de la materia,,,no_match,NO_MATCH
5B0B6BFB_34,Ley de la materia,,,no_match,NO_MATCH
12DFAABB_10,ley de la materia,,,no_match,NO_MATCH
12DFAABB_11,ley de la materia,,,no_match,NO_MATCH
12DFAABB_12,ley de la materia,,,no_match,NO_MATCH
12DFAABB_34,ley de la materia,,,no_match,NO_MATCH
12DFAABB_41,ley de la materia,,,no_match,NO_MATCH
49951E1A_12,"Ley de la materia y tener representación
legal y actividad económica preponderante en el Distrito Federal",,,no_match,NO_MATCH
2827D88F_61TER,Ley de la materia,,,no_match,NO_MATCH
53142DC1_21,Ley para su otorgamiento,,,no_match,NO_MATCH
D2CE6E11_33,Ley de la materia,,,no_match,NO_MATCH
D2CE6E11_131,ley de la materia,,,no_match,NO_MATCH
D2CE6E11_165,ley de la materia,,,no_match,NO_MATCH
C0A06B26_2,ley de la materia,,,no_match,NO_MATCH
C0A06B26_95,Ley de la Materia,,,no_match,NO_MATCH
98075563_72,Ley para el cumplimiento de las recomendaciones que hubieran sido aceptadas por la autoridad o persona servidora pública,,,no_match,NO_MATCH
98075563_77,Ley de la materia,,,no_match,NO_MATCH
98075563_100,Ley de la Comisión Nacional y demás normatividad aplicable,,,no_match,NO_MATCH
3EF48D25_67TER,ley para tales efectos establece,,,no_match,NO_MATCH
95B2DA77_37,Ley General y esta Ley,,,no_match,NO_MATCH
95B2DA77_67,ley de la materia,,,no_match,NO_MATCH
95B2DA77_110,Ley para hacer de la Ciudad de México una Ciudad Abierta,,,no_match,NO_MATCH
95B2DA77_111,Ley para Hacer de la Ciudad de México una Ciudad Abierta,,,no_match,NO_MATCH
95B2DA77_141,ley de la materia,,,no_match,NO_MATCH
35C270ED_104,ley de su jurisdicción como requisito para obsequiarlos,,,no_match,NO_MATCH
35C270ED_107,Ley de su jurisdicción,,,no_match,NO_MATCH
35C270ED_230,ley para el efecto,,,no_match,NO_MATCH
35C270ED_553S,ley de la materia previene,,,no_match,NO_MATCH
35C270ED_635,ley del país donde se efectuó el arbitraje,,,no_match,NO_MATCH
35C270ED_905,ley de la materia,,,no_match,NO_MATCH
ECB46289_22,Ley de la materia,,,no_match,NO_MATCH
ECB46289_23,Ley de la materia,,,no_match,NO_MATCH
ECB46289_24,Ley de la materia,,,no_match,NO_MATCH
ECB46289_54,Ley de la materia,,,no_match,NO_MATCH
A72D8648_21,Ley Federal en la materia y otros ordenamientos aplicables,,,no_match,NO_MATCH
B517CD98_9,Ley de la materia y el presente Reglamento,,,no_match,NO_MATCH
D95CE77C_67,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_88,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_89,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_89,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_90,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_90,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_91,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_91,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_92,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_93,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_94,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_95,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_96,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_97,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_98,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_99,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_100,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_101,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_101,Ley para favorecer la aplicación de la misma,,,no_match,NO_MATCH
D95CE77C_102,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_103,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_104,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_105,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_106,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_107,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_108,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_109,Ley General y esta Ley,,,no_match,NO_MATCH
D95CE77C_110,Ley para las personas servidoras públicas,,,no_match,NO_MATCH
F4E0870D_7,ley de la materia,,,no_match,NO_MATCH
F4E0870D_14,ley de la materia aplicable,,,no_match,NO_MATCH
