art_id,entity_text,cdmx_official_name,doc_id,match_quality,openai_response
38775BBE_20,Reglamento del Mecanismo que deberá establecer las bases y lineamientos para el eficaz desempeño de sus atribucione,,,no_match,NO_MATCH
3F714625_187,Reglamento para las Comisiones que son responsables de la realización sobre los asuntos a su cargo,,,no_match,NO_MATCH
3F714625_208,Reglamento del Canal de Televisivo,,,no_match,NO_MATCH
1E876EAF_4,Reglamento de la Ley de Comedores Sociales de la Ciudad de México,,,no_match,NO_MATCH
71CE1013_93,reglamento de las Comisiones de Participación Comunitaria al que hace referencia el Artículo,,,no_match,NO_MATCH
71CE1013_183,reglamento del Cabildo de la Ciudad y de las Alcaldías regulará lo relativo a la Silla Ciudadana,,,no_match,NO_MATCH
7C5E7A9B_135,Reglamento para las pruebas,,,no_match,NO_MATCH
98C6B489_36,Reglamento de Elecciones,,,no_match,NO_MATCH
98C6B489_36,Reglamento de Elecciones y demás lineamientos que al efecto emita el Instituto Nacional,,,no_match,NO_MATCH
98C6B489_36,Reglamento de Elecciones y demás lineamientos que emita el Instituto Nacional,,,no_match,NO_MATCH
98C6B489_36,Reglamento de Elecciones y demás lineamientos que emita el Instituto Nacional,,,no_match,NO_MATCH
98C6B489_36,Reglamento de Elecciones y demás lineamientos que emita el Instituto Nacional,,,no_match,NO_MATCH
98C6B489_50,Reglamento de Elecciones y demás disposiciones que emanen de las leyes locales en la materia,,,no_match,NO_MATCH
98C6B489_50,Reglamento de Elecciones,,,no_match,NO_MATCH
98C6B489_83,Reglamento de Funcionamiento de,,,no_match,NO_MATCH
98C6B489_83,reglamento de los procesos relativos al personal de la rama administrativa,,,no_match,NO_MATCH
98C6B489_145,Reglamento de Relaciones Laborales de conformidad con lo dispuesto en el Estatuto del Servicio,,,no_match,NO_MATCH
98C6B489_213,Reglamento de operación y programa anual de trabajo,,,no_match,NO_MATCH
98C6B489_322,Reglamento de Fiscalización expedido por el Instituto Nacional,,,no_match,NO_MATCH
98C6B489_378,Reglamento de Elecciones,,,no_match,NO_MATCH
A0050486_15,"reglamento de operaciones que fije las normas que regirán la prestación de los
servicios a terceros y el cumplimie",,,no_match,NO_MATCH
C0E713ED_112,Reglamento de la Institución,,,no_match,NO_MATCH
E4E904B7_103,Reglamento para las infracciones al público,,,no_match,NO_MATCH
44022C97_21,reglamento de la materia,,,no_match,NO_MATCH
44022C97_60,Reglamento para el tipo de licencia o autorización que se haya otorgado,,,no_match,NO_MATCH
44022C97_68,Reglamento para su operación y funcionamiento,,,no_match,NO_MATCH
4BC0C88C_6,Reglamento del Departamento del Distrito Federal y a las disposiciones que dicte el Jefe del propio Departamento,,,no_match,NO_MATCH
09ACB34D_4,Reglamento de la Ley de los Derechos Culturales de los Habitantes y Visitantes de la Ciudad de México,,,no_match,NO_MATCH
4C4E2871_20,Reglamento de Transporte del Distrito Federal,,,no_match,NO_MATCH
A04416EA_7,Reglamento para la autorización y publicación correspondiente,,,no_match,NO_MATCH
A04416EA_56,Reglamento de Lealtad y Disciplina y demás ordenamientos jurídicos y administrativos aplicables a los mismos,,,no_match,NO_MATCH
A04416EA_83,Reglamento de Lealtad y Disciplina del HCBDF,,,no_match,NO_MATCH
A04416EA_86,Reglamento de Lealtad y Disciplina,,,no_match,NO_MATCH
A04416EA_89,Reglamento de Lealtad y Disciplina del HCBDF,,,no_match,NO_MATCH
A04416EA_90,Reglamento de Lealtad y Disciplina,,,no_match,NO_MATCH
D8F07234_39,Reglamento para la integración y funcionamiento del Consejo de Prevención Social del Delito y la Violencia en el Dis,,,no_match,NO_MATCH
4EF1658F_66,Reglamento de operación y programa anual de trabajo,,,no_match,NO_MATCH
9CC6DE10_69,Reglamento de la materia,,,no_match,NO_MATCH
783C9BC5_3,Reglamento de la Ley de Sociedades Mutualista de la Ciudad de México,,,no_match,NO_MATCH
955199A7_2,Reglamento de la Ley Orgánica de las Alcaldías de la Ciudad de México,,,no_match,NO_MATCH
483FF7A5_13,Reglamento del Comité Técnico de las Áreas de Gestión Estratégica,,,no_match,NO_MATCH
C24F3487_17,reglamento para el funcionamiento de la misma,,,no_match,NO_MATCH
2923F125_10,Reglamento de la Ley del Servicio Público de Carrera de la Administración Pública del Gobierno de la Ciudad de Méx,,,no_match,NO_MATCH
492F14DC_2,Reglamento de la Ley de Prestación de Servicios Inmobiliarios del Distrito Federal,,,no_match,NO_MATCH
7CAEE9BB_2,Reglamento de la Ley que Regula el Uso de Tecnología para la Seguridad Pública del Distrito Federal,,,no_match,NO_MATCH
C4AC6D85_21,Reglamento de Operación de los Archivos de la Sala Superior y General de este Tribunal,,,no_match,NO_MATCH
A92D78A0_77,reglamento de la Comisión Metropolitana de la materia,,,no_match,NO_MATCH
A92D78A0_110,reglamento para conocer y evaluar la prestación del servicio público encomendado,,,no_match,NO_MATCH
A92D78A0_155,reglamento de la materia,,,no_match,NO_MATCH
5439F880_2,Reglamento de Relaciones Laborales,,,no_match,NO_MATCH
5439F880_2,Reglamento de Sustanciación,,,no_match,NO_MATCH
5439F880_2,Reglamento de Relaciones Laborales,,,no_match,NO_MATCH
5439F880_4,Reglamento de Relaciones Laborales y demás normativa aplicable,,,no_match,NO_MATCH
5439F880_7,Reglamento de Relaciones Laborales y demás normativa aplicable,,,no_match,NO_MATCH
5439F880_18,Reglamento de Organización y Funcionamiento,,,no_match,NO_MATCH
5439F880_19,Reglamento de Sustanciación,,,no_match,NO_MATCH
5439F880_20,Reglamento de Relaciones Laborales y demás normativa aplicable en la materia,,,no_match,NO_MATCH
5439F880_21,Reglamento de Relaciones Laborales y demás normativa aplicable en materia de horarios,,,no_match,NO_MATCH
5439F880_43,Reglamento de Integración,,,no_match,NO_MATCH
62CDA32A_50,"Reglamento del Concurso de
Oposición para los Titulares de las unidades administrativas de la Asamblea Legislativa",,,no_match,NO_MATCH
298E1252_41,Reglamento de cada asociación deportiva,,,no_match,NO_MATCH
298E1252_75,Reglamento de la materia,,,no_match,NO_MATCH
E9B771EC_8,reglamento de la Comisión y los temas a tratar,,,no_match,NO_MATCH
BF99723E_2,Reglamento para tal efecto,,,no_match,NO_MATCH
4366FEBF_13,Reglamento de la misma Ley,,,no_match,NO_MATCH
D1B350E3_182,Reglamento de la Ley de Presupuesto y Gasto Eficiente de la Ciudad de México,,,no_match,NO_MATCH
D1B350E3_182,Reglamento de la Ley de Presupuesto y Gasto Eficiente de la Ciudad de México,,,no_match,NO_MATCH
78F63ACE_36,reglamento de la Comisión y los temas a tratar,,,no_match,NO_MATCH
C9E1800E_12,reglamento de la Ley establecerá las formas y criterios para el acceso a estos programas,,,no_match,NO_MATCH
2911478C_3,Reglamento de la Ley del Instituto de Verificación Administrativa de la Ciudad de México,,,no_match,NO_MATCH
2911478C_13,Reglamento de la Ley se establecerán los requisitos mínimos que en cada etapa del procedimiento deben cumplirse,,,no_match,NO_MATCH
B6DF65EC_2,reglamento de la ley se establecerán los procedimientos,,,no_match,NO_MATCH
2827D88F_56,reglamento de la materia,,,no_match,NO_MATCH
C0A06B26_2,Reglamento de Protección de Datos,,,no_match,NO_MATCH
C0A06B26_2,Reglamento del Instituto Electoral de la Ciudad de México en materia de Protección de Datos Personales,,,no_match,NO_MATCH
C0A06B26_76,Reglamento de Protección de Datos del Instituto Electoral,,,no_match,NO_MATCH
87EDE287_321,Reglamento de Insumos para la salud,,,no_match,NO_MATCH
35C270ED_619D,Reglamento de arbitraje de la UNCITRAL,,,no_match,NO_MATCH
AF912A55_29,Reglamento del Consejo así como en la Convocatoria que para tales efectos se emita,,,no_match,NO_MATCH
CAE5580D_3,Reglamento de la Ley del Sistema Integral de Derechos Humanos de la Ciudad de México,,,no_match,NO_MATCH
FFE8242A_17,Reglamento de sesiones y demás normativa necesaria para el cumplimiento del objeto de la presente Ley,,,no_match,NO_MATCH
02A1EB95_22,Reglamento de las Instituciones de Cuidados Alternativos,,,no_match,NO_MATCH
E8F2DF9A_105,Reglamento para el Servicio Público de Limpia en el Distrito Federal,,,no_match,NO_MATCH
0838354E_41,Reglamento de cada asociación deportiva,,,no_match,NO_MATCH
0838354E_75,Reglamento de la materia,,,no_match,NO_MATCH
88D533C3_19,reglamento de sesiones y sus respectivas reformas y presentarlo al Consejo de Administración,,,no_match,NO_MATCH
0FC021B6_105BIS,Reglamento de la Ley del Instituto de Verificación Administrativa de la Ciudad de México,,,no_match,NO_MATCH
381DBA28_37,Reglamento de sesiones de la Junta de Gobierno,,,no_match,NO_MATCH
381DBA28_37,Reglamento de la Asamblea Consultiva,,,no_match,NO_MATCH
381DBA28_39,Reglamento de la propia Asamblea Consultiva,,,no_match,NO_MATCH
381DBA28_40,reglamento de sesiones del Consejo,,,no_match,NO_MATCH
381DBA28_40,Reglamento de la Asamblea Consultiva,,,no_match,NO_MATCH
381DBA28_47,Reglamento de la Asamblea Consultiva,,,no_match,NO_MATCH
381DBA28_49,Reglamento de la Asamblea Consultiva,,,no_match,NO_MATCH
F9FCCF5E_13,reglamento de comportamiento para las personas integrantes de sus grupos de animación,,,no_match,NO_MATCH
A4DE831B_4,Reglamento de la Ley de Aguas del Distrito Federal,,,no_match,NO_MATCH
A4DE831B_120,Reglamento de éste ordenamiento,,,no_match,NO_MATCH
A4DE831B_125BIS,Reglamento de la Ley de Aguas del Distrito Federal,,,no_match,NO_MATCH
1665BC54_25,Reglamento para regular la operación del Comité,,,no_match,NO_MATCH
D73158BE_29,Reglamento del Servicio de Agua y Drenaje para el Distrito Federal y las normas oficiales,,,no_match,NO_MATCH
