art_id,entity_text,cdmx_official_name,doc_id,match_quality,openai_response
492F14DC_16,Código de Ética para la prestación de Servicios Inmobiliarios del Distrito Federal,,,no_match,NO_MATCH
492F14DC_16BIS,Código de Ética para la prestación de Servicios Inmobiliarios del Distrito Federal,,,no_match,NO_MATCH
492F14DC_19,Código de Ética de los Servicios Profesionales Inmobiliarios en el Distrito Federal,,,no_match,NO_MATCH
492F14DC_22,CÓDIGO DE ÉTICA DE SERVICIOS INMOBILIARIOS,,,no_match,NO_MATCH
492F14DC_23,Código de Ética de Servicios Inmobiliarios para el Distrito Federal,,,no_match,NO_MATCH
A92D78A0_3,Código de Procedimientos Penales para el Distrito Federal,,,no_match,NO_MATCH
55FBF591_6,"Código de
Procedimientos Penales para el Distrito Federal",,,no_match,NO_MATCH
55FBF591_6,"Código de Procedimientos Penales
para el Distrito Federal",,,no_match,NO_MATCH
55FBF591_7,Código de Procedimientos Penales para el Distrito Federal,,,no_match,NO_MATCH
55FBF591_9,Código de Procedimientos Penales para el Distrito Federal,,,no_match,NO_MATCH
55FBF591_11,"Código de Procedimientos Penales
para el Distrito Federal",,,no_match,NO_MATCH
55FBF591_13,Código de Procedimientos Penales para el Distrito Federal,,,no_match,NO_MATCH
55FBF591_15,"Código de Procedimientos
Penales para el Distrito Federal",,,no_match,NO_MATCH
55FBF591_25,"Código de Procedimientos Penales para el Distrito
Federal",,,no_match,NO_MATCH
55FBF591_26,Código de Procedimientos Penales para el Distrito Federal,,,no_match,NO_MATCH
55FBF591_41,"Código de Procedimientos Penales para el Distrito
Federal",,,no_match,NO_MATCH
55FBF591_49,"Código de Procedimientos Penales para el Distrito
Federal",,,no_match,NO_MATCH
55FBF591_49,Código de Procedimientos Penales para el Distrito Federal,,,no_match,NO_MATCH
55FBF591_65,"Código de Procedimientos Penales para el Distrito
Federal",,,no_match,NO_MATCH
55FBF591_66,Código de Procedimientos Penales para el Distrito Federal,,,no_match,NO_MATCH
55FBF591_107,"Código de Procedimientos Penales para el Distrito Federal y
demás disposiciones legales ap",,,no_match,NO_MATCH
D26A0A36_34TER,código de identificación permanente como tatuaje o microchip,,,no_match,NO_MATCH
2827D88F_12,Código de Ética del Turismo,,,no_match,NO_MATCH
2827D88F_71,Código de Ética de Turismo para la Ciudad de México es el conjunto de principios y valores,,,no_match,NO_MATCH
2827D88F_72,Código de Ética de Turismo para la Ciudad de México,,,no_match,NO_MATCH
2827D88F_73,Código de Ética de Turismo para la Ciudad de México,,,no_match,NO_MATCH
C6C71CA0_14,"Código de
Procedimientos Penales para el Distrito Federal",,,no_match,NO_MATCH
87EDE287_185,Código de Procedimientos Penales,,,no_match,NO_MATCH
13D9A1E2_3,Código de valores y principios,,,no_match,NO_MATCH
D95CE77C_31,código de visita domiciliaria de las personas integrantes de la Secretaría de Seguridad Pú,,,no_match,NO_MATCH
FFE8242A_44,código de identificación único del Certificado,,,no_match,NO_MATCH
FAA2EE90_115,Código de Ética de Turismo para la Ciudad de México es el conjunto de principios y valores,,,no_match,NO_MATCH
0FC021B6_5BIS,código de confianza adscrito al Instituto de Verificación Administrativa de la Ciudad de M,,,no_match,NO_MATCH
0C17331C_2,Código de Procedimientos Penales,,,no_match,NO_MATCH
0C17331C_2,Código de Procedimientos Penales para el Distrito Federal,,,no_match,NO_MATCH
0C17331C_3,Código de Procedimientos Penales,,,no_match,NO_MATCH
B81C2F29_3,Código de Conducta de los CJM,,,no_match,NO_MATCH
A582EA42_1,código de identificación personal y números telefónicos de reporte,,,no_match,NO_MATCH
A582EA42_12,código de identificación personal y números telefónicos de reporte,,,no_match,NO_MATCH
A582EA42_18,código de identificación personal impreso en la placa o pulsera proporcionada a la persona,,,no_match,NO_MATCH
