doc_id,art_id,entity_text,entity_label,pattern_group,full_context,words_before_count,words_after_count
6D0C4493,6D0C4493_82,artículos 18 y,ARTICLE_MULTI,ARTICLE_MENTIONS,"; Traslado autorizado por las autoridades competentes de la Subsecretaría del Sistema Penitenciario ; Extradición y su ejecución conforme a los tratados y convenios a los que se refieren los **artículos 18 y** 119 de la Constitución federal , y Arrestos determinados por autoridad competente . La persona extranjera privada de su libertad , tiene el derecho a la asistencia consular o diplomática",30,30
6D0C4493,6D0C4493_113,artículo anterior,ARTICLE_RELATIVE,ARTICLE_MENTIONS,"**La revisión a que se refiere el artículo anterior** se practicará en los lugares específicamente destinados para ello y se llevará a cabo preferentemente por personas del mismo sexo que la persona revisada , con estricto apego y respeto",0,30
6D0C4493,6D0C4493_119,artículo 52 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"el traslado a diverso Centro Penitenciario de las personas privadas de su libertad por razones de seguridad personal o Institucional , mediante resolución administrativa , atendiendo lo previsto en el **artículo 52 de** la Ley Nacional .",30,4
6D0C4493,6D0C4493_120,artículo 18 C,ARTICLE_MULTI,ARTICLE_MENTIONS,"de Sanciones Penales sólo podrá realizarse por cambio de situación jurídica , con base en la determinación formulada por la Autoridad competente o de conformidad con lo establecido en el **artículo 18 Constitución** federal . Para los efectos de la visita íntima - inter - reclusorios las personas privadas de su libertad previo al traslado se deberá contar con los estudios técnicos y",30,30
6D0C4493,6D0C4493_122,artículo 40 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"La persona privada de su libertad que incurra en una falta grave de las previstas en el **artículo 40 de** la Ley Nacional , o aquellas personas que se acredite que representan un riesgo objetivo para la seguridad o que sus actos afecten la gobernabilidad del Centro Penitenciario donde se",17,30
6D0C4493,6D0C4493_123,artículo 52 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"disposición a la persona privada de su libertad y la persona titular de la Subdirección de Apoyo Técnico lo informará a su familiar , conforme a lo señalado en el **artículo 52 de** la Ley Nacional . Asimismo , deberá remitir el expediente único al momento en que se realice el traslado de la persona privada de su libertad , debiendo integrar un",30,30
6D0C4493,6D0C4493_125,artículo 105 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"al ordenamiento emitido por la Autoridad Judicial o Autoridad competente . La persona Titular del Centro Penitenciario Preventivo se encargará de dejar constancia del egreso al que hace referencia el **artículo 105 de** la Ley de Centros Penitenciarios . El personal de seguridad y custodia , y la Subdirección Jurídica realizarán la identificación de la persona privada de la libertad y suscribirán la",30,30
6D0C4493,6D0C4493_148,artículo 18 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"sentenciado a la sociedad y procurar que no vuelva a delinquir , observando los beneficios que para él prevén las normas jurídicas , en cumplimiento de lo dispuesto por el **artículo 18 de** la Constitución federal .",30,4
6D0C4493,6D0C4493_159,"artículos 42, 43, 44 y",ARTICLE_MULTI,ARTICLE_MENTIONS,"y no devueltos en el caso previsto en la fracción VI . El aislamiento de las personas privadas de su libertad se realizará de conformidad con lo estipulado en los **artículos 42 , 43 , 44 y** 45 de la Ley Nacional . En los casos en que la persona privada de su libertad incurra en dos o más infracciones previstas en el artículo 156 de este",30,30
6D0C4493,6D0C4493_159,artículo 156 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"43 , 44 y 45 de la Ley Nacional . En los casos en que la persona privada de su libertad incurra en dos o más infracciones previstas en el **artículo 156 de** este Reglamento , se impondrá la sanción correspondiente para cada una de ellas .",30,14
6D0C4493,6D0C4493_159,artículos 42,ARTICLE_SINGLE,ARTICLE_MENTIONS,"y no devueltos en el caso previsto en la fracción VI . El aislamiento de las personas privadas de su libertad se realizará de conformidad con lo estipulado en los **artículos 42** , 43 , 44 y 45 de la Ley Nacional . En los casos en que la persona privada de su libertad incurra en dos o más infracciones previstas en",30,30
6D0C4493,6D0C4493_159,artículo anterior,ARTICLE_RELATIVE,ARTICLE_MENTIONS,"**Los correctivos disciplinarios aplicables a la persona privada de la libertad que incurran en las infracciones previstas en el artículo anterior** , son los siguientes : Amonestación , en los casos de las fracciones X y XI ; Suspensión de incentivos hasta por 30 días , en los casos de las",0,30
6D0C4493,6D0C4493_160,artículo anterior,ARTICLE_RELATIVE,ARTICLE_MENTIONS,"**Las correcciones disciplinarias a que se refiere el artículo anterior** serán impuestas mediante resolución del Comité Técnico de cada Centro Penitenciario , quien calificará la infracción cometida y dictará su resolución . La persona privada de la libertad tendrá derecho",0,30
6D0C4493,6D0C4493_163,artículo 48 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"La persona privada de su libertad , sus familiares o su defensor , podrán impugnar la resolución que haya emitido el Comité Técnico , conforme al **artículo 48 de** la Ley Nacional .",26,4
6D0C4493,6D0C4493_173,artículo 137 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"integrarán a su expediente , y La autorización para poseer y utilizar cualquier artículo electrodoméstico de uso personal , incluyendo aparatos digitales , que no contravengan lo establecido en el **artículo 137 de** la ley de Centros Penitenciarios constituyan un riesgo para la seguridad de la persona privada de la libertad o del Centro Penitenciario , ni tengan por objeto el lucro o",30,30
6D0C4493,6D0C4493_175,artículo 93 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"La Oficialía Mayor por conducto de la Dirección Ejecutiva de Administración y Finanzas , vigilará el cumplimiento de lo dispuesto en el **artículo 93 de** la Ley Nacional , con relación a la cuenta para la administración de las ganancias o salarios con motivo del trabajo .",22,22
6D0C4493,6D0C4493_177,artículo 18 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"turnados para su formal intervención y seguimiento a la Dirección General de Recursos Materiales de la Oficialía Mayor . El trabajo penitenciario se encuentra regulado en el párrafo segundo del **artículo 18 de** la Constitución federal , considerándolo como la capacitación y actividad productiva , basado en la acreditación de capacidades laborales , para su integración o reintegración al mercado laboral , siendo",30,30
2833199A,2833199A_3,artículo 3 d,ARTICLE_MULTI,ARTICLE_MENTIONS,La interpretación y aplicación de las disposiciones de este Reglamento se harán conforme a los principios establecidos en los párrafos segundo y tercero del **artículo 3 del** Código .,24,2
2833199A,2833199A_10,artículo 17 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"Declarar , por causa de fuerza mayor o caso fortuito , la suspensión temporal o definitiva de la sesión , así como su reanudación en los términos previstos en el **artículo 17 del** Reglamento ; Cumplir , en el ámbito de su competencia , con los acuerdos del Consejo General y los que emita su propio Consejo Distrital e informar sobre la observancia",30,30
2833199A,2833199A_21,artículo anterior,ARTICLE_RELATIVE,ARTICLE_MENTIONS,"**Si en el transcurso de la sesión se ausenta alguno o algunos de los integrantes y con ello se interrumpe el quórum , el Consejero Presidente Distrital ordenará al Secretario del Consejo verificar tal situación y dar fe de la misma ; acto seguido , declarará un receso de diez minutos . Transcurrido este tiempo se reanudará la sesión y se verificará el quórum , si éste no se integra , el Consejero Presidente Distrital suspenderá la sesión y citará para su continuación en los términos previstos en el artículo anterior** . Los integrantes que se encuentren presentes se darán por convocados en dicho acto y sólo se convocará por escrito a quienes estén ausentes . SECCIÓN SEGUNDA DEL CARÁCTER PÚBLICO",0,30
2833199A,2833199A_32,artículo 17,ARTICLE_MULTI,ARTICLE_MENTIONS,"La suspensión de la sesión podrá ser temporal y se estará a lo previsto por el **artículo 17** , último párrafo , del presente Reglamento . La suspensión podrá tener los efectos de dar por concluida la sesión de que se trate , asentándose en el acta los",16,30
2833199A,2833199A_57,artículo anterior,ARTICLE_RELATIVE,ARTICLE_MENTIONS,"**De no reunirse el quórum establecido en el artículo anterior** , el Presidente de la Comisión Distrital convocará a otra sesión que deberá celebrarse dentro de las cuarenta y ocho horas siguientes . El Presidente de la Comisión Distrital informará",0,30
2833199A,2833199A_60,artículos 24 a,ARTICLE_MULTI,ARTICLE_MENTIONS,"las Comisiones Distritales , los asuntos a tratar se desahogarán de conformidad con el orden del día y se sujetarán , en lo conducente , a lo previsto en los **artículos 24 a** 30 del Reglamento .",30,4
2833199A,2833199A_64,artículo anterior,ARTICLE_RELATIVE,ARTICLE_MENTIONS,"**La minuta a que se refiere el artículo anterior** deberá ser entregada al Consejero Presidente Distrital dentro de un plazo de cuarenta y ocho horas , contadas a partir de la conclusión de la sesión correspondiente , quien dentro",0,30
2833199A,2833199A_65,artículos 70 y,ARTICLE_MULTI,ARTICLE_MENTIONS,"Son sancionables las acciones u omisiones establecidas en los **artículos 70 y** 71 de este Reglamento , que hayan sido realizadas por cualquiera de los Consejeros Distritales .",9,16
2833199A,2833199A_100,artículo 77 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"de improcedencia siguientes : Que el escrito de denuncia sea presentado en forma anónima ; Que el escrito de denuncia sea presentado por personas distintas a las señaladas en el **artículo 77 del** presente Reglamento ; Que el escrito de denuncia sea notoriamente frívolo ; Que el escrito de denuncia no reúna los requisitos previstos en el artículo 84 , fracciones II ,",30,30
2833199A,2833199A_100,artículo 84,ARTICLE_MULTI,ARTICLE_MENTIONS,"señaladas en el artículo 77 del presente Reglamento ; Que el escrito de denuncia sea notoriamente frívolo ; Que el escrito de denuncia no reúna los requisitos previstos en el **artículo 84** , fracciones II , IV , V , VII y VIII del Reglamento ; Que los hechos que constituyan la supuesta falta no se encuentren sustentados con elementos objetivos de",30,30
2833199A,2833199A_100,artículo 84 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"en contra de opiniones que los Consejeros Distritales manifiesten en el desempeño de sus funciones , y Que el escrito de denuncia sea presentado fuera del plazo previsto en el **artículo 84 del** presente Reglamento ;",30,3
2833199A,2833199A_101,artículo anterior,ARTICLE_RELATIVE,ARTICLE_MENTIONS,"**La Comisión Instructora dictará acuerdo de sobreseimiento del escrito mediante el cual se denuncien las supuestas faltas cometidas por un Consejero Distrital , al actualizarse alguna o algunas de las causales siguientes : Que una vez admitido el escrito de denuncia aparezca o sobrevenga alguna causa de improcedencia de las previstas en el artículo anterior** , y Que el presunto infractor renuncie , fallezca o por cualquier causa deje de ser Consejero Distrital .",0,19
5C7BA6A4,5C7BA6A4_5,artículo 126 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"Además de las funciones establecidas en el **artículo 126 de** la Ley del Sistema de Seguridad Ciudadana de la Ciudad de México , y demás ordenamientos , la Universidad cuenta con las siguientes : Llevar a cabo el proceso de",7,30
5C7BA6A4,5C7BA6A4_5,artículo 46 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"y en apego a la normativa aplicable ; Elaborar el Programa de Profesionalización , con apoyo de la Dirección General de Carrera Policial , conforme a lo establecido en el **artículo 46 del** Reglamento del Servicio Profesional de Carrera de la Policía de Proximidad de la Ciudad de México ; Publicar , difundir y proponer el reconocimiento de los productos de investigación académica",30,30
5C7BA6A4,5C7BA6A4_7,artículo 45 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"La Universidad estará a cargo de una Coordinación General , cuya persona titular , además de las atribuciones establecidas en el **artículo 45 del** Reglamento Interior de la Secretaría de Seguridad Ciudadana de la Ciudad de México , contará con las siguientes : Suscribir los instrumentos jurídicos necesarios para el cumplimiento de las atribuciones",21,30
1D958C03,1D958C03_2,artículo 5 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"aplicación de la Ley de Protección a la Salud de los No Fumadores en el Distrito Federal y del presente Reglamento , se atenderá a las definiciones establecidas por el **artículo 5 de** la misma Ley y por el artículo 2 de la Ley para el Funcionamiento de Establecimientos Mercantiles del Distrito Federal , así como a las siguientes : I . Contralorías",30,30
1D958C03,1D958C03_2,artículo 2 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"de los No Fumadores en el Distrito Federal y del presente Reglamento , se atenderá a las definiciones establecidas por el artículo 5 de la misma Ley y por el **artículo 2 de** la Ley para el Funcionamiento de Establecimientos Mercantiles del Distrito Federal , así como a las siguientes : I . Contralorías : La Contraloría General del Distrito Federal y sus",30,30
1D958C03,1D958C03_7,artículos 2 y,ARTICLE_MULTI,ARTICLE_MENTIONS,"La aplicación de la Ley y la vigilancia de su cumplimiento que los **artículos 2 y** 6 de la misma atribuyen al Jefe de Gobierno , a la Secretaría de Salud , a las Delegaciones , y a las demás autoridades locales , a través de",13,30
1D958C03,1D958C03_15,artículo 20 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"Queda exceptuada la prohibición de fumar en : I . Los bienes a que se refieren las fracciones I , II y III del **artículo 20 de** la Ley del Régimen Patrimonial y del Servicio Público ; II . Las áreas al aire libre anexos a los espacios cerrados de acceso al público , tales como terrazas",24,30
1D958C03,1D958C03_16,artículo anterior,ARTICLE_RELATIVE,ARTICLE_MENTIONS,"**En los lugares a que se refieren las fracciones I y II del artículo anterior** , está permitido fumar , siempre y cuando : I . Se mantengan al aire libre , y por lo tanto , no se conviertan en espacios cerrados por instalar",0,30
1D958C03,1D958C03_17,artículo anterior,ARTICLE_RELATIVE,ARTICLE_MENTIONS,"**Cuando las barreras a las que se refiere la fracción I del artículo anterior** , se instalen en vías públicas o áreas al aire libre con objeto de proteger a las personas de los cambios de clima , la prohibición de fumar se observará",0,30
1D958C03,1D958C03_18,artículo 15 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"En los lugares a que se refiere la fracción III del **artículo 15 del** Reglamento , está permitido fumar , siempre y cuando : I . Estén identificados permanentemente , como habitaciones para fumadores , con señalamientos ubicados en lugares visibles al público asistente",11,30
1D958C03,1D958C03_19,artículo anterior,ARTICLE_RELATIVE,ARTICLE_MENTIONS,"**Sí en los establecimientos mercantiles de hospedaje no se cumple lo dispuesto por el artículo anterior** , la prohibición de fumar será aplicable al total de las habitaciones .",0,13
1D958C03,1D958C03_22,artículo anterior,ARTICLE_RELATIVE,ARTICLE_MENTIONS,"**Los propietarios , poseedores , responsables y empleados de espacios cerrados de acceso al público , serán responsables por el incumplimiento de lo dispuesto en el artículo anterior** . En las plazas comerciales o espacios en los que coexistan dos o más titulares de un establecimiento mercantil , la responsabilidad será del administrador de la plaza o espacio",0,30
1D958C03,1D958C03_23,artículo anterior,ARTICLE_RELATIVE,ARTICLE_MENTIONS,"**La responsabilidad a que hace referencia el artículo anterior** , terminará por cualquiera de las siguientes causas : I . Por acceder la persona que fume en lugar prohibido , a los requerimientos del propietario , poseedor o responsable",0,30
1D958C03,1D958C03_32,artículo 6 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"o morales sancionadas por infringir la Ley , podrán impugnar las resoluciones respectivas a través de los recursos previstos por las leyes aplicables de conformidad con lo dispuesto por el **artículo 6 del** Reglamento .",30,2
B0784E5D,B0784E5D_2,artículo 1 d,ARTICLE_MULTI,ARTICLE_MENTIONS,", donde existen marcadores genéticos de uso forense . Queda estrictamente prohibida la obtención de la información cuya finalidad no sea la de identificar a las personas mencionadas en el **artículo 1 de** esta Ley y no podrá utilizarse en juicios civiles ni familiares . Para tal efecto se considerará de manera taxativa el segmento del ADN relativo a la secuencia genética de",30,30
B0784E5D,B0784E5D_7,artículo 6 d,ARTICLE_MULTI,ARTICLE_MENTIONS,". Asimismo brindará la orientación necesaria para que las personas ejerzan los derechos de acceso , rectificación , cancelación y oposición . En el caso de la fracción III del **artículo 6 de** la presente Ley , la autoridad que solicite sea recabada la muestra biológica deberá establecer todas las condiciones necesarias para evitar la victimización secundaria de los sujetos pasivos del delito",30,30
B0784E5D,B0784E5D_17,artículos 252,ARTICLE_MULTI,ARTICLE_MENTIONS,"apego a los protocolos de actuación que al efecto se emitan mediante métodos no lesivos . Asimismo , para la toma de muestras se observarán las disposiciones previstas en los **artículos 252** , fracción IV ; 269 y 270 del Código Nacional de Procedimientos Penales , según corresponda . Las muestras biológicas podrán proceder de todo tipo de material biológico . Los",30,30
B0784E5D,B0784E5D_TRANS,artículos 122,ARTICLE_MULTI,ARTICLE_MENTIONS,"PRESIDENTA . - DIPUTADA MARTHA SOLEDAD VENTURA ÁVILA , SECRETARIA . - DIPUTADA MARGARITA SALDAÑA HERNÁNDEZ , SECRETARIA . - ( Firmas ) Con fundamento en lo dispuesto por los **artículos 122** , apartado A , fracción III , de la Constitución Política de los Estados Unidos Mexicanos ; 32 apartado C , numeral 1 , inciso a ) de la Constitución",30,30
3F66D749,3F66D749_3,artículo 41 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"personas juzgadoras . Fracción adicionada G . O . CDMX 23 / 12 / 24 Cuando se tenga conocimiento de faltas que contravengan lo señalado en la Base III del **artículo 41 de** la Constitución Federal y las que se refieren en general a irregularidades e incumplimientos sobre presuntas contrataciones y adquisiciones de la persona que ostente las candidaturas sin partido , partidos",30,30
3F66D749,3F66D749_3,artículo 442 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"de género , dentro del proceso electoral o fuera de éste , constituye una infracción a la legislación electoral , por parte de los sujetos de responsabilidad señalados en el **artículo 442 de** la Ley General y / o 7 de esta Ley , y se manifiesta , entre otras , a través de las siguientes conductas : Obstaculizar a las mujeres ,",30,30
3F66D749,3F66D749_15,artículo 134 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"información relativa a servicios educativos y de salud , o la necesaria para la protección civil en casos de emergencia ; El incumplimiento del principio de imparcialidad establecido por el **artículo 134 de** la Constitución Federal , cuando tal conducta afecte la equidad de la contienda entre los partidos políticos , entre quien aspire , haya obtenido la precandidatura o candidatura durante los",30,30
3F66D749,3F66D749_15,artículo 134 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"los procesos electorales ; Durante los procesos electorales , la difusión de propaganda , en cualquier medio de comunicación social , que contravenga lo dispuesto por el párrafo octavo del **artículo 134 de** la Constitución Federal ; La utilización de programas sociales y de sus recursos del ámbito local , con la finalidad de inducir o coaccionar a la ciudadanía para votar a",30,30
3F66D749,3F66D749_19,los artículos anteriores,ARTICLE_RELATIVE,ARTICLE_MENTIONS,"Las infracciones señaladas en **los artículos anteriores** serán sancionadas conforme a lo siguiente : Respecto de los partidos políticos : Amonestación pública ; Multa de hasta cincuenta mil Unidades de Medida y Actualización , según la gravedad",4,30
3F66D749,3F66D749_23,Artículo24 L,ARTICLE_MULTI,ARTICLE_MENTIONS,"a cargo electivo con la intención de beneficiarlo en el proceso ; y Entorpecer o distorsionar el proceso de voto electrónico para favorecer a determinado candidato a cargo electivo . **Artículo24 Las** personas físicas y jurídicas podrán ser sancionadas por las siguientes causas : Por participar en prácticas que distorsionen , impidan o vulneren el derecho a la participación ciudadana , según",30,30
3F66D749,3F66D749_25,artículo 23,ARTICLE_MULTI,ARTICLE_MENTIONS,"elementos objetivos del caso y se sancionarán conforme a lo siguiente : Respecto de los Partidos Políticos : Tratándose de los supuestos previstos en las fracciones I y II del **artículo 23** , con multa de 50 hasta 5 mil Unidades de Cuenta . Tratándose de los supuestos previstos en las fracciones III y IV del artículo 23 , con multa de",30,30
3F66D749,3F66D749_25,artículo 23,ARTICLE_MULTI,ARTICLE_MENTIONS,"I y II del artículo 23 , con multa de 50 hasta 5 mil Unidades de Cuenta . Tratándose de los supuestos previstos en las fracciones III y IV del **artículo 23** , con multa de 10 mil hasta 50 mil Unidades de Cuenta . Tratándose de los supuestos previstos en las fracciones V del artículo 23 hasta con la reducción del",30,30
3F66D749,3F66D749_25,artículo 23 h,ARTICLE_MULTI,ARTICLE_MENTIONS,"fracciones III y IV del artículo 23 , con multa de 10 mil hasta 50 mil Unidades de Cuenta . Tratándose de los supuestos previstos en las fracciones V del **artículo 23 hasta** con la reducción del 1 % al 50 % de las ministraciones mensuales del financiamiento público que les corresponda , por el período que señale la resolución ; Respecto de",30,30
3F66D749,3F66D749_25,artículo 23,ARTICLE_MULTI,ARTICLE_MENTIONS,"financiamiento público que les corresponda , por el período que señale la resolución ; Respecto de las Agrupaciones Políticas : Por las causas de las fracciones I y II del **artículo 23** , hasta con la suspensión de su registro como tal , por el período que señale la resolución , en cuyo caso no podrá ser menor a cuatro meses ni",30,30
3F66D749,3F66D749_25,artículo 23,ARTICLE_MULTI,ARTICLE_MENTIONS,", en cuyo caso no podrá ser menor a cuatro meses ni mayor a un año ; y Por las causas de las fracciones III , IV y V del **artículo 23** , hasta con la pérdida de su registro .",30,9
3F66D749,3F66D749_25,artículo anterior,ARTICLE_RELATIVE,ARTICLE_MENTIONS,**Las infracciones a que se refiere el artículo anterior** de este ordenamiento serán sancionadas valorando los elementos objetivos del caso y se sancionarán conforme a lo siguiente : Respecto de los Partidos Políticos : Tratándose de los supuestos previstos,0,30
3F66D749,3F66D749_26,artículo 24 c,ARTICLE_MULTI,ARTICLE_MENTIONS,Las sanciones aplicables a las conductas que refiere el **artículo 24 consistirán** en : En los supuestos previstos en las fracciones I y II hasta con multa de 5 mil Unidades de Cuenta de la Ciudad de México ; y Por las,9,30
3F66D749,3F66D749_26,Artículo27,ARTICLE_MULTI,ARTICLE_MENTIONS,"y V por tratarse de las personas que no son candidatos , pero forman parte de los órganos de representación ciudadana hasta con multa de 500 Unidades de Cuenta . **Artículo27** . Para la individualización de las sanciones señaladas en los artículos precedentes , una vez acreditada la existencia de una infracción y su imputación , la autoridad deberá determinar la",30,30
3F66D749,3F66D749_26,los artículos precedentes,ARTICLE_RELATIVE,ARTICLE_MENTIONS,"candidatos , pero forman parte de los órganos de representación ciudadana hasta con multa de 500 Unidades de Cuenta . Artículo27 . Para la individualización de las sanciones señaladas en **los artículos precedentes** , una vez acreditada la existencia de una infracción y su imputación , la autoridad deberá determinar la gravedad de las faltas considerando las circunstancias en que fueron cometidas ,",30,30
3F66D749,3F66D749_45,artículo anterior,ARTICLE_RELATIVE,ARTICLE_MENTIONS,"**La Magistratura Instructora o , en su caso el Pleno , tendrán por no presentado el escrito de comparecencia cuando el mismo se reciba de manera extemporánea ; sea presentado ante autoridad u órgano distinto del responsable ; o no contenga en original la firma autógrafa o huella digital del compareciente . Cuando no se satisfagan los requisitos previstos en las fracciones IV o V del artículo anterior** , la Magistratura instructora requerirá a la parte compareciente para que los cumpla , en un plazo de cuarenta y ocho horas , contadas a partir de la notificación personal",0,30
3F66D749,3F66D749_48,artículo anterior,ARTICLE_RELATIVE,ARTICLE_MENTIONS,"**Cuando se omita alguno de los requisitos señalados en las fracciones IV o V del artículo anterior** , la Magistratura Instructora requerirá a la parte promovente para que lo cumpla en un plazo de cuarenta y ocho horas contadas a partir de que se realice la notificación",0,30
3F66D749,3F66D749_49,artículo 124 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"actos o resoluciones electorales o las determinaciones de estos últimos , en virtud de los cuales se pudieran haber modificado , revocado o anulado , salvo lo previsto en el **artículo 124 de** esta Ley ; En un mismo escrito se pretenda impugnar más de una elección , salvo en la elección de Diputaciones y del Consejo por ambos principios ; Los agravios",30,30
3F66D749,3F66D749_56,artículo anterior,ARTICLE_RELATIVE,ARTICLE_MENTIONS,"**Serán documentales privadas todos los demás documentos o actas no previstas en el artículo anterior** y que aporten las partes , siempre que resulten pertinentes y relacionadas con sus pretensiones o defensas .",0,18
3F66D749,3F66D749_72,artículo 62,ARTICLE_MULTI,ARTICLE_MENTIONS,"y recepción levantará la razón correspondiente el actuario del Tribunal , salvo en el caso de las notificaciones electrónicas , en cuyo caso se estará a lo previsto en el **artículo 62** , párrafo sexto de esta Ley . El Instituto y el Tribunal aprobarán los procedimientos necesarios a efecto de garantizar la autenticidad y efectividad de las notificaciones electrónicas , entre",30,30
3F66D749,3F66D749_72,artículo 62 d,ARTICLE_MULTI,ARTICLE_MENTIONS,"instrucción de los procedimientos sancionadores ordinario y especial , así como en la resolución del Procedimiento Ordinario Sancionador Electoral , acorde con las bases previstas en el párrafo sexto del **artículo 62 de** esta Ley , en lo que resulten aplicables . Asimismo , ambas autoridades serán responsables de difundir y promover , por los medios a su alcance , el uso de",30,30
3F66D749,3F66D749_95,los artículos anteriores,ARTICLE_RELATIVE,ARTICLE_MENTIONS,"obligadas a realizar , dentro del ámbito de su competencia , los actos necesarios para su eficaz cumplimiento y estarán sujetas a las mismas responsabilidades y procedimientos a que aluden **los artículos anteriores** . De los Medios de Apremio y de las Correcciones Disciplinarias",30,11
3F66D749,3F66D749_97,artículo anterior,ARTICLE_RELATIVE,ARTICLE_MENTIONS,"**Los medios de apremio y las correcciones disciplinarias a que se refiere el artículo anterior** , serán aplicados por el Pleno , la Presidencia del Tribunal o la Magistratura Instructora , según corresponda . Para su determinación se considerarán las circunstancias particulares del caso ,",0,30
