art_id,entity_text,cdmx_official_name,cdmx_doc_id,match_quality,openai_response
702EE237_105,Código de Comercio establece para que un juicio sea apelable,Codigo de Comercio,CF38AF5C,safe,MATCH: CF38AF5C
702EE237_377,Código de Ética del Tribunal Superior de Justicia,,,no_match,NO_MATCH
702EE237_379,Código de Ética del Tribunal Superior de Justicia,,,no_match,NO_MATCH
67567B88_276,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
67567B88_325,código de conducta y una política debidamente socializadas que reconozcan el compromiso de,Codigo de Etica de la Administracion Publica de la Ciudad de Mexico,AC512D6A,safe,MATCH: AC512D6A
2F07FC1B_51,Código de Procedimientos Civiles del Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_98,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_206,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_275,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_282,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_323,Código de Procedimientos Civiles y responderá solidariamente con los obligados directos de,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_403,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_416,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_416BIS,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_443,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_444,Código de Procedimientos Civiles del Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_447,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_494C,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_513,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_678,Código de Procedimientos asigne para los negocios de mayor interés,,,no_match,NO_MATCH
2F07FC1B_733,Código de la materia,,,no_match,NO_MATCH
2F07FC1B_742,Código de Procedimientos Civiles para el Distrito Federal y la comunicará al Registro Públ,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_835,Código de la materia,,,no_match,NO_MATCH
2F07FC1B_1156,Código para adquirirlos por prescripción,Codigo Civil para el Distrito Federal,2F07FC1B,safe,MATCH: 2F07FC1B
2F07FC1B_1707,Código de la materia,,,no_match,NO_MATCH
2F07FC1B_1712,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_1725,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_1750,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_1752,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_2100,Código de la materia,,,no_match,NO_MATCH
2F07FC1B_2118,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_2323,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_2325,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_2545,Código de Procedimientos Civiles y,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_2882,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_2916,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_2965,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_2972,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_2994,Código de Procedimientos,,,no_match,NO_MATCH
2F07FC1B_3039,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2F07FC1B_3047,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
9FF3A6AD_21,Código de Procedimientos Civiles para la Ciudad de México,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
D0D23E5F_76,Código de Ética de la Fiscalía General,Codigo de Etica de la Administracion Publica de la Ciudad de Mexico,AC512D6A,safe,MATCH: AC512D6A
D0D23E5F_80,Código de Ética de la Fiscalía General,Codigo de Etica de la Administracion Publica de la Ciudad de Mexico,AC512D6A,safe,MATCH: AC512D6A
D0D23E5F_101,Código de Ética de las o los servidores públicos de la Fiscalía General,Codigo de Etica de la Administracion Publica de la Ciudad de Mexico,AC512D6A,safe,MATCH: AC512D6A
153125A4_3,Código de Procedimientos Civiles aplicable,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
153125A4_23,Código de Procedimientos Civiles aplicable,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
153125A4_33,Código de Procedimientos Civiles aplicable,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
153125A4_37,Código de Procedimientos Civiles aplicable,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
153125A4_47,código de procedimientos civiles aplicable,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
153125A4_60,Código de Procedimientos Civiles aplicable,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
3F714625_7,Código de Responsabilidad Parlamentaria del Congreso de la Ciudad de México,Codigo de Responsabilidad parlamentaria del Congreso de la Ciudad de Mexico,9BCBA905,safe,MATCH: 9BCBA905
3F714625_38,Código de Responsabilidad Parlamentaria,Codigo de Responsabilidad parlamentaria del Congreso de la Ciudad de Mexico,9BCBA905,safe,MATCH: 9BCBA905
71CE1013_2,Código de Instituciones y Procedimientos Electorales de la Ciudad de México,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
1845EF43_59,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
1845EF43_71,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
98C6B489_4,Código de Instituciones y Procedimientos Electorales de de México,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
98C6B489_22,código de forma conjunta,,,no_match,NO_MATCH
98C6B489_203,Código para el cargo de Consejero Electoral,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
98C6B489_253,Código para el registro,,,no_match,NO_MATCH
98C6B489_385,Código para el registro de candidatos,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
EEDDE287_68,Código de Ética que incluya los valores y principios que guían la función pública que ejer,Codigo de Etica de la Administracion Publica de la Ciudad de Mexico,AC512D6A,safe,MATCH: AC512D6A
1CF89C01_28,Código de Ética de los Servidores Públicos del gobierno local y las Reglas de Integridad p,Codigo de Etica de la Administracion Publica de la Ciudad de Mexico,AC512D6A,safe,MATCH: AC512D6A
1CF89C01_90,Código de Instituciones y Procedimientos Electorales de la Ciudad de México,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
74FF23BF_7,Código de Instituciones y Procedimientos Electorales de la Ciudad de México y lo que se es,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
74FF23BF_7,Código de Instituciones y Procedimientos Electorales,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
FC3F5431_31,código para efectos de la protección y seguridad,,,no_match,NO_MATCH
0635A949_58,Código para que aquella opere,,,no_match,NO_MATCH
0635A949_112,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
09ACB34D_26,Código de Procedimientos Penales de la Ciudad de México,,,no_match,NO_MATCH
604B2E0E_4,Código de Procedimientos Civiles del Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
604B2E0E_83,Código de Procedimientos Civiles para el Distrito Federal en los procedimientos a que se r,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
604B2E0E_94,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
79188754_1,Código de Procedimientos Penales para el Distrito Federal,,,no_match,NO_MATCH
79188754_4,Código de Procedimientos Penales,,,no_match,NO_MATCH
79188754_4,Código de Procedimientos Penales para el Distrito Federal,,,no_match,NO_MATCH
79188754_9,Código de Procedimientos Penales,,,no_match,NO_MATCH
79188754_14,Código de Procedimientos Penales y constar por escrito en la causa,,,no_match,NO_MATCH
79188754_14,Código de Procedimientos Penales prohíba que se vea,,,no_match,NO_MATCH
79188754_14,Código de Procedimientos Penales,,,no_match,NO_MATCH
79188754_15,Código de Procedimientos Penales,,,no_match,NO_MATCH
79188754_17,Código de Procedimientos Penales y en esta Ley,Codigo Nacional de Procedimientos Penales,514773BB,safe,MATCH: 514773BB
79188754_21,Código de Procedimientos Penales,,,no_match,NO_MATCH
C22DAF01_214,código de señales que opera en el país,,,no_match,NO_MATCH
B046D35E_3,Código de Procedimientos Civiles de la Ciudad de México y demás disposiciones en la materi,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
4EF1658F_2,Código de Instituciones y Procedimientos Electorales de la Ciudad de México,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
4EF1658F_2,Código de Instituciones y Procedimientos Electorales de la Ciudad de México y las demás le,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
4EF1658F_2,Código de Instituciones y Procedimientos Electorales de la Ciudad de México,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
4EF1658F_2,Código de Instituciones y Procedimientos Electorales de la Ciudad de México,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
4EF1658F_2,Código de Instituciones y Procedimientos Electorales de la Ciudad de México,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
4EF1658F_16,Código de Instituciones y Procedimientos Electorales de la Ciudad de México,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
4EF1658F_39,Código para ocupar el cargo,,,no_match,NO_MATCH
8AB38F48_2,Código de Instituciones y Procedimientos Electorales de la Ciudad de México,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
4BDFB9DB_12,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2AC4D6C6_49,Código de visita domiciliaria de Secretaría de Seguridad Pública del Distrito Federal,,,no_match,NO_MATCH
71D41E18_7,Código de Procedimientos Civiles local y demás normatividad aplicable,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
783C9BC5_8,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
955199A7_2,Código de Instituciones y Procedimientos Electorales de la Ciudad de México,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
483FF7A5_188,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
BF189D0A_18,Código de Procedimientos Civiles ambos de la Ciudad de México,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
F1D0E35F_24,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
492F14DC_4,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
492F14DC_5,Código de Ética de los Servicios Profesionales Inmobiliarios en el Distrito Federal,,,no_match,NO_MATCH
492F14DC_16,Código de Ética para la prestación de Servicios Inmobiliarios del Distrito Federal,,,no_match,NO_MATCH
492F14DC_16BIS,Código de Ética para la prestación de Servicios Inmobiliarios del Distrito Federal,,,no_match,NO_MATCH
492F14DC_19,Código de Ética de los Servicios Profesionales Inmobiliarios en el Distrito Federal,,,no_match,NO_MATCH
492F14DC_19,Código de Ética de Servicios Inmobiliarios y coadyuvar con su aplicación,Codigo de Etica de la Administracion Publica de la Ciudad de Mexico,AC512D6A,safe,MATCH: AC512D6A
492F14DC_22,CÓDIGO DE ÉTICA DE SERVICIOS INMOBILIARIOS,,,no_match,NO_MATCH
492F14DC_23,Código de Ética de Servicios Inmobiliarios para el Distrito Federal,,,no_match,NO_MATCH
492F14DC_34,Código de Ética o que sus acciones lleven al destinatario del servicio a un estado de ince,Codigo de Etica de la Administracion Publica de la Ciudad de Mexico,AC512D6A,safe,MATCH: AC512D6A
C4AC6D85_6,Código de Ética del Tribunal,Codigo de Etica de la Administracion Publica de la Ciudad de Mexico,AC512D6A,safe,MATCH: AC512D6A
C4AC6D85_14,Código de Ética del Tribunal,Codigo de Etica de la Administracion Publica de la Ciudad de Mexico,AC512D6A,safe,MATCH: AC512D6A
C4AC6D85_92,Código de Ética a que se refiere el párrafo anterior deberá hacerse del conocimiento de lo,Codigo de Etica de la Administracion Publica de la Ciudad de Mexico,AC512D6A,safe,MATCH: AC512D6A
A92D78A0_3,Código de Procedimientos Penales para el Distrito Federal,,,no_match,NO_MATCH
A92D78A0_3,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
A92D78A0_244,Código de Procedimientos Civiles del Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
5439F880_2,Código de Instituciones y Procedimientos Electorales de la Ciudad de México,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
9461E65F_6,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
37CC3CE1_61,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
44E613EB_5,Código de Conducta y demás normatividad interna,Codigo de Etica de la Administracion Publica de la Ciudad de Mexico,AC512D6A,safe,MATCH: AC512D6A
44E613EB_9,Código de Ética que deberá observar el personal de la Auditoría Superior y demás instrumen,Codigo de Etica de la Administracion Publica de la Ciudad de Mexico,AC512D6A,safe,MATCH: AC512D6A
80360428_4,Código de Procedimientos Civiles del Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
86A036E5_6,Código de Ética o al Estatuto de Redacción del propio medio de comunicación,Codigo de Etica de la Administracion Publica de la Ciudad de Mexico,AC512D6A,safe,MATCH: AC512D6A
55FBF591_6,"Código de
Procedimientos Penales para el Distrito Federal",,,no_match,NO_MATCH
55FBF591_6,"Código de Procedimientos Penales
para el Distrito Federal",,,no_match,NO_MATCH
55FBF591_7,Código de Procedimientos Penales para el Distrito Federal,,,no_match,NO_MATCH
55FBF591_9,Código de Procedimientos Penales para el Distrito Federal,,,no_match,NO_MATCH
55FBF591_11,"Código de Procedimientos Penales
para el Distrito Federal",,,no_match,NO_MATCH
55FBF591_13,Código de Procedimientos Penales para el Distrito Federal,,,no_match,NO_MATCH
55FBF591_15,"Código de Procedimientos
Penales para el Distrito Federal",,,no_match,NO_MATCH
55FBF591_22,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
55FBF591_25,"Código de Procedimientos Penales para el Distrito
Federal",,,no_match,NO_MATCH
55FBF591_26,Código de Procedimientos Penales para el Distrito Federal,,,no_match,NO_MATCH
55FBF591_26,"Código de Procedimientos
Penales y por el Código Fiscal",Codigo Fiscal de la Ciudad de Mexico,04ABBAED,safe,MATCH: 04ABBAED
55FBF591_41,"Código de Procedimientos Penales para el Distrito
Federal",,,no_match,NO_MATCH
55FBF591_49,"Código de Procedimientos Penales para el Distrito
Federal",,,no_match,NO_MATCH
55FBF591_49,Código de Procedimientos Penales para el Distrito Federal,,,no_match,NO_MATCH
55FBF591_65,"Código de Procedimientos Penales para el Distrito
Federal",,,no_match,NO_MATCH
55FBF591_66,Código de Procedimientos Penales para el Distrito Federal,,,no_match,NO_MATCH
55FBF591_107,"Código de Procedimientos Penales para el Distrito Federal y
demás disposiciones legales ap",,,no_match,NO_MATCH
6D6F29EF_7,Código de Procedimientos Civiles del Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
D26A0A36_34TER,código de identificación permanente como tatuaje o microchip,,,no_match,NO_MATCH
47AE7E4F_3,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
47AE7E4F_4,Código de Instituciones y Procedimientos Electorales de la Ciudad de México,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
B598BEAE_8,Código de Procedimientos Civiles para el Distrito Federal y la Ley del Régimen Patrimonial,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
7265F3C3_2,Código de Instituciones y Procedimientos Electorales de la Ciudad de México,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
7265F3C3_2,Código para la pérdida de registro de una agrupación política local,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
2911478C_4,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
AA378A25_3,Código de Instituciones y Procedimientos Electorales de la Ciudad de México,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
AA378A25_6,Código de Instituciones y Procedimientos Electorales de la Ciudad de México,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
FDCBB84E_2,Código de Procedimientos Civiles aplicables en la Ciudad de México,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
FDCBB84E_3,Código de Procedimientos Civiles aplicable en la Ciudad de México,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2926363C_15,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2926363C_19,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2926363C_23,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
2827D88F_12,Código de Ética del Turismo,,,no_match,NO_MATCH
2827D88F_71,Código de Ética de Turismo para la Ciudad de México es el conjunto de principios y valores,,,no_match,NO_MATCH
2827D88F_72,Código de Ética de Turismo para la Ciudad de México,,,no_match,NO_MATCH
2827D88F_73,Código de Ética de Turismo para la Ciudad de México,,,no_match,NO_MATCH
53142DC1_4,Código de Procedimientos Civiles y la Ley del Notariado,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
C0A06B26_2,Código de Instituciones y Procedimientos Electorales de la Ciudad de México,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
C0A06B26_4,Código de Procedimientos Civiles para el Distrito Federal y demás ordenamientos en la mate,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
C6C71CA0_12,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
C6C71CA0_14,"Código de
Procedimientos Penales para el Distrito Federal",,,no_match,NO_MATCH
87EDE287_185,Código de Procedimientos Penales,,,no_match,NO_MATCH
0608221F_3,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
0608221F_121,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
95B2DA77_10,Código de Procedimientos Civiles local y demás ordenamientos relativos en materia de Trans,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
35C270ED_967,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
