doc_id,art_id,entity_text,entity_label,pattern_group,full_context,words_before_count,words_after_count,type_of_relation
2833199A,2833199A_11,el presente Reglamento,REGLAMENTO_REFERENCE,SPECIFIC_LAW_MENTIONS,", sean relevantes o necesarios para el desahogo de un tema ; Apoyar al Consejero Presidente Distrital en el cómputo del tiempo de las intervenciones para los efectos previstos en **el presente Reglamento** ; Informar sobre el cumplimiento de las resoluciones del Consejo Distrital cuando lo solicite el Consejero Presidente Distrital ; Firmar con el Consejero Presidente Distrital los acuerdos y , en",30,30,auto_referencia
2833199A,2833199A_12,este Reglamento,REGLAMENTO_REFERENCE,SPECIFIC_LAW_MENTIONS,Las sesiones de los Consejos Distritales podrán ser ordinarias o extraordinarias y se sujetarán a las reglas previstas en el Código y en **este Reglamento** .,23,1,auto_referencia
2833199A,2833199A_28,este Reglamento,REGLAMENTO_REFERENCE,SPECIFIC_LAW_MENTIONS,"de la intervención de cada orador , otorgará la palabra hasta por un minuto para tales efectos . No estará permitida la alusión sobre alusión . Para los efectos de **este Reglamento** , se entenderá por alusión personal , cualquier referencia directa a un integrante del Consejo Distrital o a su partido político o coalición , respecto de sus opiniones expresadas durante",30,30,auto_referencia
2833199A,2833199A_42,este Reglamento,REGLAMENTO_REFERENCE,SPECIFIC_LAW_MENTIONS,"mismas serán creadas de conformidad con lo dispuesto en el Código y demás normativa que rige al Instituto Electoral , y tendrán las atribuciones establecidas en dichos ordenamientos y en **este Reglamento** .",30,1,auto_referencia
2833199A,2833199A_65,este Reglamento,REGLAMENTO_REFERENCE,SPECIFIC_LAW_MENTIONS,"Son sancionables las acciones u omisiones establecidas en los artículos 70 y 71 de **este Reglamento** , que hayan sido realizadas por cualquiera de los Consejeros Distritales .",14,12,auto_referencia
2833199A,2833199A_66,este Reglamento,REGLAMENTO_REFERENCE,SPECIFIC_LAW_MENTIONS,"Los Consejeros Distritales que incurran en responsabilidad en los términos establecidos por **este Reglamento** se harán acreedores a las sanciones previstas en el mismo , sin menoscabo de lo que establezcan otros ordenamientos aplicables .",12,21,auto_referencia
2833199A,2833199A_96,el presente Reglamento,REGLAMENTO_REFERENCE,SPECIFIC_LAW_MENTIONS,"órgano competente para resolver , atendiendo a las reglas de la lógica , de la sana crítica y de la experiencia , tomando en cuenta las disposiciones especiales contenidas en **el presente Reglamento** .",30,1,auto_referencia
2833199A,2833199A_TRANS,El presente Reglamento,REGLAMENTO_REFERENCE,SPECIFIC_LAW_MENTIONS,"PRIMERO . **El presente Reglamento** entrará en vigor al momento de su publicación . SEGUNDO . Se abroga el Reglamento de los Consejos Distritales del Instituto Electoral , aprobado mediante acuerdo ACU - 017 -",2,30,auto_referencia
5C7BA6A4,5C7BA6A4_TRANS,El presente Reglamento,REGLAMENTO_REFERENCE,SPECIFIC_LAW_MENTIONS,"PRIMERO . Publíquese en la Gaceta Oficial de la Ciudad de México . SEGUNDO . **El presente Reglamento** entrará en vigor al día siguiente de su publicación . TERCERO . Se abroga el Reglamento Interior del Instituto Técnico de Formación Policial , publicado en el Diario Oficial de",15,30,auto_referencia
1D958C03,1D958C03_TRANS,El presente Reglamento,REGLAMENTO_REFERENCE,SPECIFIC_LAW_MENTIONS,PRIMERO . - **El presente Reglamento** entrará en vigor al día hábil siguiente de su publicación en la Gaceta Oficial del Distrito Federal . SEGUNDO . - En tanto la Secretaría de Salud emite el Manual,3,30,auto_referencia
B0784E5D,B0784E5D_1,la presente Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"Las disposiciones de **la presente Ley** son de orden público e interés social , de observancia general en la Ciudad de México y tienen por objeto : Crear y regular el Banco de Perfiles Genéticos para",3,30,auto_referencia
B0784E5D,B0784E5D_1,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,finalidad de lograr la identificación de las personas responsables ; Establecer las bases de datos con la información genética de personas procesadas por la comisión de los delitos previstos en **esta Ley** ; Establecer las bases de datos con la información genética de las personas servidoras públicas que forman parte de las instituciones de seguridad ciudadana y de los integrantes del Gabinete,30,30,auto_referencia
B0784E5D,B0784E5D_2,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,marcadores genéticos de uso forense . Queda estrictamente prohibida la obtención de la información cuya finalidad no sea la de identificar a las personas mencionadas en el artículo 1 de **esta Ley** y no podrá utilizarse en juicios civiles ni familiares . Para tal efecto se considerará de manera taxativa el segmento del ADN relativo a la secuencia genética de uso forense,30,30,auto_referencia
B0784E5D,B0784E5D_3,la presente Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"Para los efectos de **la presente Ley** se entenderá por : ADN ( ácido desoxirribonucleico ) : Molécula encontrada en el núcleo de todas las células de los seres vivos , la cual define las características de",4,30,auto_referencia
B0784E5D,B0784E5D_3,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"Repositorio de bases de datos de perfiles genéticos almacenados y sistematizados de personas , imputadas y sentenciadas por la comisión de los delitos de carácter sexual y secuestro previstos en **esta Ley** , de las personas servidoras públicas que forman parte de las instituciones de seguridad ciudadana , de los integrantes del Gabinete de Seguridad Ciudadana y Procuración de Justicia , de",30,30,auto_referencia
B0784E5D,B0784E5D_4,la presente Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"su objeto . En su caso , podrá suscribir convenios de colaboración con universidades públicas , instituciones académicas y / o de investigación para la consecución de los objetivos de **la presente Ley** .",30,1,auto_referencia
B0784E5D,B0784E5D_5,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"o evidencia biológica que hubiere sido obtenida bajo : Indicios , huellas o vestigios encontrados en el lugar de los hechos que puedan constituir algún delito de los previstos en **esta Ley** ; Personas procesadas penalmente por cualquiera de los delitos previstos en esta Ley ; Muestras aportadas voluntariamente por las víctimas o cualquier persona de interés según lo considere la autoridad",30,30,auto_referencia
B0784E5D,B0784E5D_5,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"vestigios encontrados en el lugar de los hechos que puedan constituir algún delito de los previstos en esta Ley ; Personas procesadas penalmente por cualquiera de los delitos previstos en **esta Ley** ; Muestras aportadas voluntariamente por las víctimas o cualquier persona de interés según lo considere la autoridad ministerial , y Personas prestadoras de los servicios de seguridad privada . Personas",30,30,auto_referencia
B0784E5D,B0784E5D_7,la presente Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"la orientación necesaria para que las personas ejerzan los derechos de acceso , rectificación , cancelación y oposición . En el caso de la fracción III del artículo 6 de **la presente Ley** , la autoridad que solicite sea recabada la muestra biológica deberá establecer todas las condiciones necesarias para evitar la victimización secundaria de los sujetos pasivos del delito . En el",30,30,auto_referencia
B0784E5D,B0784E5D_8,la presente Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"el funcionamiento del Banco de Perfiles Genéticos por parte del personal responsable del mismo ; Dar vista a las autoridades competentes en caso de contravención a las disposiciones establecidas en **la presente Ley** , Suscribir los convenios de colaboración necesarios para el cumplimiento de los objetivos de la presente Ley ; y Las demás que le otorguen la presente Ley y demás disposiciones",30,30,auto_referencia
B0784E5D,B0784E5D_8,la presente Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"a las autoridades competentes en caso de contravención a las disposiciones establecidas en la presente Ley , Suscribir los convenios de colaboración necesarios para el cumplimiento de los objetivos de **la presente Ley** ; y Las demás que le otorguen la presente Ley y demás disposiciones aplicables .",30,15,auto_referencia
B0784E5D,B0784E5D_8,la presente Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"disposiciones establecidas en la presente Ley , Suscribir los convenios de colaboración necesarios para el cumplimiento de los objetivos de la presente Ley ; y Las demás que le otorguen **la presente Ley** y demás disposiciones aplicables .",30,5,auto_referencia
B0784E5D,B0784E5D_9,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"extranjeras , relativas a su objeto , y Proponer a la Coordinación Interinstitucional los mecanismos para la capacitación de las personas servidoras públicas que participen en los procesos previstos en **esta Ley** . Establecer los mecanismos de protección de datos personales de las personas que formen parte de la base del Banco de Perfiles Genéticos en apego a sus derechos humanos .",30,30,auto_referencia
B0784E5D,B0784E5D_13,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"Datos de identificación de la persona que cuente con sentencias ejecutoriadas en la Ciudad de México por la comisión de los delitos de secuestro y de carácter sexual previstos en **esta Ley** , y Copia autenticada de la sentencia o sentencias impuestas ; La Base de Datos de Personas Procesadas Penalmente , será temporal en lo que se define su situación jurídica",30,30,auto_referencia
B0784E5D,B0784E5D_14,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"La Base de Datos de Indicios y Evidencias , almacenará los registros obtenidos con motivo de investigaciones de los delitos previstos en **esta Ley** a partir de : Rastros biológicos recabados en el lugar en el que se realicen las investigaciones , e Información genética obtenida de muestras de personas imputadas señaladas por el",22,30,auto_referencia
B0784E5D,B0784E5D_14,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"el que se realicen las investigaciones , e Información genética obtenida de muestras de personas imputadas señaladas por el Ministerio Público como posibles autores o partícipes de un hecho que **esta Ley** señala como delitos .",30,4,auto_referencia
B0784E5D,B0784E5D_15,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"La Base de Datos de Víctimas para el esclarecimiento de algún delito , almacenará los registros obtenidos con motivo de investigaciones por los previstos en **esta Ley** a partir de la información genética de las muestras obtenidas voluntariamente de las víctimas obtenidas de objetos o prendas que proporcionen las víctimas .",25,24,auto_referencia
B0784E5D,B0784E5D_20,la presente Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,La obtención de las muestras y de los perfiles genéticos se apegará a lo dispuesto en **la presente Ley** y demás disposiciones aplicables . La identidad de las personas resultado de las confrontas positivas estará sujeta al control judicial . Las personas agentes del Ministerio Público tendrán la obligación,16,30,auto_referencia
B0784E5D,B0784E5D_23,la presente Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"La Fiscalía General será la responsable de recabar las muestras y la obtención de perfiles genéticos a que se refiere **la presente Ley** , bajo un enfoque de gestión de calidad .",20,9,auto_referencia
B0784E5D,B0784E5D_32,la presente Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"Los perfiles genéticos obtenidos en el marco de **la presente Ley** , constituyen datos personales sensibles y deberán ser tratados en términos de lo previsto la Ley General de Protección de Datos Personales en Posesión de Sujetos Obligados , así como",8,30,auto_referencia
B0784E5D,B0784E5D_32,la presente Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"por lo que sólo podrá ser suministrada al Ministerio Público , a la autoridad jurisdiccional y tribunales en el marco de las investigaciones que se realicen sobre delitos previstos por **la presente Ley** .",30,1,auto_referencia
B0784E5D,B0784E5D_35,la presente Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"Coordinación Interinstitucional podrá suscribir convenios de colaboración con otras instituciones de la Federación o de las demás entidades federativas a efecto de intercambiar experiencias , conocimientos en la materia de **la presente Ley** .",30,1,auto_referencia
B0784E5D,B0784E5D_37,la presente Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,Queda prohibida la utilización de la información genética contenida en el Banco de Perfiles Genéticos para cualquier fin distinto a los señalados en **la presente Ley** .,23,1,auto_referencia
B0784E5D,B0784E5D_39,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"acceso a los registros a personas no autorizadas , Divulguen el contenido de los registros o los divulguen o usen indebidamente o para cualquier fin distinto a los señalados en **esta Ley** , o Alteren , oculten o destruyan la información contenida en los registros .",30,14,auto_referencia
B0784E5D,B0784E5D_TRANS,la presente Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"Ciudad de México . TERCERO . El Banco de Perfiles Genéticos deberá estar en operación a más tardar dentro de los 365 días posteriores a la entrada en vigor de **la presente Ley** que se expide . CUARTO . La implementación del Banco de perfiles genéticos será gradual , debiendo quedar concluida en su totalidad a más tardar el 31 de diciembre del",30,30,auto_referencia
B0784E5D,B0784E5D_TRANS,la presente Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"más tardar el 31 de diciembre del 2022 . QUINTO . En tanto no entre en funcionamiento la Fiscalía General de Justicia , las funciones que le son atribuidas en **la presente Ley** , serán desarrolladas por la Procuraduría General de Justicia . SEXTO . La Coordinación Interinstitucional deberá elaborar y aprobar los lineamientos , manuales , procedimiento , protocolos , así como",30,30,auto_referencia
B0784E5D,B0784E5D_TRANS,la presente Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"manuales , procedimiento , protocolos , así como la capacitación y certificación , en el término de doce meses contados a partir de la fecha de entrada en vigor de **la presente Ley** . SÉPTIMO . La Fiscalía General de Justicia de la Ciudad de México , a partir de que entre en vigor el presente decreto deberá emitir en un plazo no",30,30,auto_referencia
B0784E5D,B0784E5D_TRANS,la presente ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"decreto , se incluirán en la base de datos de las personas sentenciadas , a aquellas que hayan adquirido ese carácter con fecha posterior a la entrada en vigor de **la presente ley** . Palacio Legislativo del Congreso de la Ciudad de México , a los quince días del mes de diciembre del año dos mil diecinueve . - POR LA MESA DIRECTIVA",30,30,auto_referencia
3F66D749,3F66D749_1,esta ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"obligatoria y general en toda la Ciudad de México y para las ciudadanas y los ciudadanos que ejerzan sus derechos político electorales en territorio extranjero . Para los efectos de **esta ley** , se entenderá por : Párrafo reformado , sic . G . O . CDMX 02 / 06 / 23 Persona candidata a cargo electivo : Aquella persona que en",30,30,auto_referencia
3F66D749,3F66D749_3,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,", constituye una infracción a la legislación electoral , por parte de los sujetos de responsabilidad señalados en el artículo 442 de la Ley General y / o 7 de **esta Ley** , y se manifiesta , entre otras , a través de las siguientes conductas : Obstaculizar a las mujeres , los derechos de asociación o afiliación política ; Ocultar información",30,30,auto_referencia
3F66D749,3F66D749_3,este Código,CODIGO_REFERENCE,SPECIFIC_LAW_MENTIONS,"dignidad , integridad o libertad de las mujeres en el ejercicio de sus derechos políticos y electorales , en términos de la Ley de Acceso , la Ley General y **este Código** .",30,1,auto_referencia
3F66D749,3F66D749_8,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"ejercicio de derechos políticos electorales de las mujeres o incurrir en actos u omisiones constitutivos de violencia política contra las mujeres en razón de género , en los términos de **esta Ley** , la Ley General y de la Ley de Acceso ; El incumplimiento de las demás disposiciones previstas en el Código en materia de precampañas y campañas electorales , y",30,30,auto_referencia
3F66D749,3F66D749_10,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"ejercicio de derechos político electorales de las mujeres o incurrir en actos u omisiones constitutivos de violencia política contra las mujeres en razón de género , en los términos de **esta Ley** y de la Ley de Acceso ; y El incumplimiento de cualquiera de las disposiciones contenidas en el Código .",30,20,auto_referencia
3F66D749,3F66D749_10BIS,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"de derechos político - electorales de las mujeres o incurrir en actos u omisiones constitutivos de violencia política contra las mujeres en razón de género , en los términos de **esta Ley** y de la Ley de Acceso ; y El incumplimiento de cualquiera de las disposiciones contenidas en el Código . Artículo adicionado G . O . CDMX 23 / 12",30,30,auto_referencia
3F66D749,3F66D749_11,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"ejercicio de derechos político electorales de las mujeres o incurrir en actos u omisiones constitutivos de violencia política contra las mujeres en razón de género , en los términos de **esta Ley** y de la Ley de Acceso , y El incumplimiento de cualquiera de las disposiciones contenidas en el Código y demás disposiciones aplicables .",30,24,auto_referencia
3F66D749,3F66D749_15,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"electorales de las mujeres o incurrir en actos u omisiones constitutivos de violencia política contra las mujeres en razón de género , en los términos de la Ley General , **esta Ley** y la Ley de Acceso ; y El incumplimiento de cualquiera de las disposiciones contenidas en el Código .",30,19,auto_referencia
3F66D749,3F66D749_22,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"Unidades de Cuenta . Las personas físicas o jurídicas que participen en prácticas que distorsionen , impidan o vulneren el derecho a la participación ciudadana , según lo previsto en **esta Ley** de Participación Ciudadana y que no estén previstas en otros ordenamientos . Los servidores públicos de la Ciudad de México en los casos en que participen en prácticas que distorsionen",30,30,auto_referencia
3F66D749,3F66D749_26,la presente Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"mediaron en la comisión de la falta , a fin de individualizar la sanción y , en su caso , el monto correspondiente , atendiendo a las reglas que establece **la presente Ley** . Los recursos obtenidos por la aplicación de sanciones económicas derivadas de infracciones cometidas por los sujetos del régimen sancionador en materia de participación ciudadana considerados en esta Ley serán",30,30,auto_referencia
3F66D749,3F66D749_26,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,la presente Ley . Los recursos obtenidos por la aplicación de sanciones económicas derivadas de infracciones cometidas por los sujetos del régimen sancionador en materia de participación ciudadana considerados en **esta Ley** serán destinados al Instituto Electoral y a la Secretaría de Educación Pública del gobierno de esta ciudad para los fines de la participación ciudadana . Para la individualización de la,30,30,auto_referencia
3F66D749,3F66D749_29,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"En ningún caso la interposición de los medios de impugnación previstos en **esta Ley** , producirá efectos suspensivos sobre el acto o resolución impugnada .",12,11,auto_referencia
3F66D749,3F66D749_30,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"Para la resolución de los medios de impugnación previstos en **esta Ley** , las normas se interpretarán conforme a la Constitución Federal , la Constitución Local , los tratados o instrumentos internacionales celebrados por el Estado Mexicano , así como a los",10,30,auto_referencia
3F66D749,3F66D749_31,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"El Tribunal , conforme a las disposiciones de **esta Ley** , resolverá los asuntos de su competencia con plena jurisdicción . Para el debido cumplimiento de sus funciones , se regirá por los principios de constitucionalidad , convencionalidad , legalidad",8,30,auto_referencia
3F66D749,3F66D749_32,la presente Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"Todos los trámites , audiencias y sesiones derivados de la promoción de los medios de impugnación , juicios y procedimientos previstos en **la presente Ley** serán del conocimiento público , salvo que la ley disponga lo contrario o el Tribunal así lo decida por razones de seguridad u orden público .",22,26,auto_referencia
3F66D749,3F66D749_35,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"o morales , que con motivo del trámite , substanciación y resolución de los medios de impugnación a que se refiere el presente Libro , no cumplan las disposiciones de **esta Ley** o desacaten las resoluciones que dicte el Tribunal , serán sancionados en términos del presente ordenamiento .",30,17,auto_referencia
3F66D749,3F66D749_42,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"Todos los medios de impugnación previstos en **esta Ley** , deberán interponerse dentro del plazo de cuatro días contados a partir del día siguiente a aquel en que el actor haya tenido conocimiento del acto o resolución impugnado ,",7,30,auto_referencia
3F66D749,3F66D749_43,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"como tal para el efecto de acreditar su personalidad ; Podrán ofrecer y aportar pruebas sólo en los casos en que así proceda y dentro de los plazos establecidos en **esta Ley** , siempre y cuando estén relacionadas con los hechos y agravios invocados en el medio de impugnación promovido o en el escrito de tercero interesado presentado por su partido político",30,30,auto_referencia
3F66D749,3F66D749_44,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"cumpliendo con el procedimiento que al efecto establezca el Pleno ; Acompañar la documentación que sea necesaria para acreditar la personería del compareciente , de conformidad con lo previsto en **esta Ley** ; Precisar la razón del interés jurídico en que se funden y las pretensiones concretas del compareciente ; Ofrecer y aportar las pruebas dentro del plazo para su presentación ;",30,30,auto_referencia
3F66D749,3F66D749_49,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"actos o resoluciones que se hubiesen consentido expresamente , entendiéndose por éstos , las manifestaciones de voluntad que entrañen ese consentimiento ; Se presenten fuera de los plazos señalados en **esta Ley** ; La parte promovente carezca de legitimación en los términos del presente ordenamiento ; No se hayan agotado todas las instancias previas establecidas en la ley o por las normas",30,30,auto_referencia
3F66D749,3F66D749_49,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"electorales o las determinaciones de estos últimos , en virtud de los cuales se pudieran haber modificado , revocado o anulado , salvo lo previsto en el artículo 124 de **esta Ley** ; En un mismo escrito se pretenda impugnar más de una elección , salvo en la elección de Diputaciones y del Consejo por ambos principios ; Los agravios no tengan",30,30,auto_referencia
3F66D749,3F66D749_61,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"al momento de resolver , atendiendo a las reglas de la lógica , de la sana crítica y de la experiencia , tomando en cuenta las disposiciones especiales señaladas en **esta Ley** . Las documentales públicas tendrán valor probatorio pleno , salvo prueba en contrario respecto de su autenticidad o de la veracidad de los hechos a que se refieran . Las",30,30,auto_referencia
3F66D749,3F66D749_72,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"el actuario del Tribunal , salvo en el caso de las notificaciones electrónicas , en cuyo caso se estará a lo previsto en el artículo 62 , párrafo sexto de **esta Ley** . El Instituto y el Tribunal aprobarán los procedimientos necesarios a efecto de garantizar la autenticidad y efectividad de las notificaciones electrónicas , entre dichas autoridades , debiendo coordinarse de",30,30,auto_referencia
3F66D749,3F66D749_72,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"procedimientos sancionadores ordinario y especial , así como en la resolución del Procedimiento Ordinario Sancionador Electoral , acorde con las bases previstas en el párrafo sexto del artículo 62 de **esta Ley** , en lo que resulten aplicables . Asimismo , ambas autoridades serán responsables de difundir y promover , por los medios a su alcance , el uso de la notificación",30,30,auto_referencia
3F66D749,3F66D749_74,la presente Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,Las notificaciones que se ordenen en los procedimientos especiales laborales se realizarán de conformidad a las reglas particulares establecidas en **la presente Ley** . De la Sustanciación SECCIÓN PRIMERA Trámite ante la Autoridad Responsable,20,11,auto_referencia
3F66D749,3F66D749_75,esta Ley,LEY_REFERENCE,SPECIFIC_LAW_MENTIONS,"La presentación , sustanciación y resolución de los juicios se rigen por las disposiciones previstas en este Capítulo , salvo las reglas particulares que en **esta Ley** se prevean .",25,3,auto_referencia
