art_id,entity_text,entity_id,similarity,match_type,type_of_relation
6D0C4493_219,Secretaria de Inclusion y Bienestar Social,26D0C577,1.0,name,mencion_entidad_gubernamental_oficial
6D0C4493_219,Secretaria de Desarrollo Economico,E9B9C5D2,1.0,name,mencion_entidad_gubernamental_oficial
6D0C4493_219,"Secretaria de Educacion, Ciencia, Tecnologia e Innovacion",19AB6A9B,1.0,name,mencion_entidad_gubernamental_oficial
6D0C4493_219,Secretaria de Cultura,32A26AD3,1.0,name,mencion_entidad_gubernamental_oficial
6D0C4493_219,Secretaria de Salud,2870C225,1.0,name,mencion_entidad_gubernamental_oficial
6D0C4493_219,Secretaria de Trabajo y Fomento al Empleo,15EE7EA2,1.0,name,mencion_entidad_gubernamental_oficial
6D0C4493_219,Secretaria de Pueblos y Barrios Originarios y Comunidades Indigenas Residentes,B419D508,1.0,name,mencion_entidad_gubernamental_oficial
6D0C4493_219,Secretaria de las Mujeres,E5F1F23C,1.0,name,mencion_entidad_gubernamental_oficial
6D0C4493_219,Sistema para el Desarrollo Integral de la Familia,8663C012,1.0,name,mencion_entidad_gubernamental_oficial
6D0C4493_219,Instituto del Deporte,6599D971,1.0,name,mencion_entidad_gubernamental_oficial
6D0C4493_219,Jefatura de Gobierno,E2EEE4C1,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_1,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_2,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_2,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_2,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_2,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_2,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_2,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_2,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_2,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_2,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_2,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_2,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_2,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_2,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_2,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_2,Tribunal Electoral,172AA7AA,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_2,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_2,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_4,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_6,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_7,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_8,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_9,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_9,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_10,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_11,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_14,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_31,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_42,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_47,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_48,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_70,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_71,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_71,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_71,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_71,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_72,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_84,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_84,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_91,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_93,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_106,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
2833199A_107,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
5C7BA6A4_1,Universidad de la Policia,5657AD8E,1.0,name,mencion_entidad_gubernamental_oficial
5C7BA6A4_2,Universidad de la Policia,5657AD8E,1.0,name,mencion_entidad_gubernamental_oficial
5C7BA6A4_2,Secretaria de Seguridad Ciudadana,6EA49C6C,1.0,name,mencion_entidad_gubernamental_oficial
5C7BA6A4_3,Universidad de la Policia,5657AD8E,1.0,name,mencion_entidad_gubernamental_oficial
5C7BA6A4_3,Secretaria de Seguridad Ciudadana,6EA49C6C,1.0,name,mencion_entidad_gubernamental_oficial
5C7BA6A4_3,Universidad de la Policia,5657AD8E,1.0,name,mencion_entidad_gubernamental_oficial
5C7BA6A4_3,Universidad de la Policia,5657AD8E,1.0,name,mencion_entidad_gubernamental_oficial
5C7BA6A4_11,Secretaria de Gestion Integral de Riesgos y Proteccion Civil,769FDCA1,1.0,name,mencion_entidad_gubernamental_oficial
1D958C03_2,Secretaria de Salud,2870C225,1.0,name,mencion_entidad_gubernamental_oficial
1D958C03_3,Secretaria de Salud,2870C225,1.0,name,mencion_entidad_gubernamental_oficial
1D958C03_7,Secretaria de Salud,2870C225,1.0,name,mencion_entidad_gubernamental_oficial
1D958C03_8,Secretaria de Salud,2870C225,1.0,name,mencion_entidad_gubernamental_oficial
1D958C03_14,Secretaria de Salud,2870C225,1.0,name,mencion_entidad_gubernamental_oficial
B0784E5D_1,Jefatura de Gobierno,E2EEE4C1,1.0,name,mencion_entidad_gubernamental_oficial
B0784E5D_3,Jefatura de Gobierno,E2EEE4C1,1.0,name,mencion_entidad_gubernamental_oficial
B0784E5D_3,Fiscalia General de Justicia,A71DB177,1.0,name,mencion_entidad_gubernamental_oficial
B0784E5D_3,Fiscalia General de Justicia,A71DB177,1.0,name,mencion_entidad_gubernamental_oficial
B0784E5D_4,Secretaria de Seguridad Ciudadana,6EA49C6C,1.0,name,mencion_entidad_gubernamental_oficial
B0784E5D_4,Secretaria de Gobierno,919DEC37,1.0,name,mencion_entidad_gubernamental_oficial
B0784E5D_4,Agencia Digital de Innovacion Publica,11A7BB35,1.0,name,mencion_entidad_gubernamental_oficial
B0784E5D_5,Jefatura de Gobierno,E2EEE4C1,1.0,name,mencion_entidad_gubernamental_oficial
B0784E5D_11,Jefatura de Gobierno,E2EEE4C1,1.0,name,mencion_entidad_gubernamental_oficial
B0784E5D_11,"Instituto de Transparencia, Acceso a la Informacion Publica, Proteccion de Datos Personales y Rendicion de Cuentas",75DF8F56,0.9956331877729258,name,mencion_entidad_gubernamental_oficial
B0784E5D_12,Fiscalia General de Justicia,A71DB177,1.0,name,mencion_entidad_gubernamental_oficial
B0784E5D_16,Jefatura de Gobierno,E2EEE4C1,1.0,name,mencion_entidad_gubernamental_oficial
B0784E5D_22,Secretaria de Seguridad Ciudadana,6EA49C6C,1.0,name,mencion_entidad_gubernamental_oficial
B0784E5D_22,Secretaria de Gobierno,919DEC37,1.0,name,mencion_entidad_gubernamental_oficial
B0784E5D_24,Secretaria de Seguridad Ciudadana,6EA49C6C,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_1,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_1,Tribunal Electoral,172AA7AA,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_1,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_1,Tribunal Electoral,172AA7AA,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_1,Jefatura de Gobierno,E2EEE4C1,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_1,Congreso de la Ciudad de Mexico,14C01911,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_1,Tribunal Electoral,172AA7AA,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_1,Tribunal Electoral,172AA7AA,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_2,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_2,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_3,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_3,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_3,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_3,Tribunal Electoral,172AA7AA,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_3,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_3,Jefatura de Gobierno,E2EEE4C1,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_4,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_4,instituto electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_5,Tribunal Electoral,172AA7AA,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_6,Tribunal Electoral,172AA7AA,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_6,Tribunal Electoral,172AA7AA,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_6,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_6,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_6,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_6,Tesoreria,67107978,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_6,Secretaria de Cultura,32A26AD3,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_6,Secretaria de Cultura,32A26AD3,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_8,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_8,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_8,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_9,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_20,Auditoria Superior de la Ciudad de Mexico,4344BA8B,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_22,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_22,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_26,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_28,Jefatura de Gobierno,E2EEE4C1,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_28,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_39,Tribunal Electoral,172AA7AA,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_46,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_60,Tribunal Superior de Justicia,47DEAC86,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_64,Jefatura de Gobierno,E2EEE4C1,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_65,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_67,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_68,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_77,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_79,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_98,Tesoreria,67107978,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_98,Tesoreria,67107978,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_99,Tribunal Electoral,172AA7AA,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_101BIS,Tribunal Electoral,172AA7AA,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_101BIS,Tribunal Electoral,172AA7AA,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_101TER,Tribunal Electoral,172AA7AA,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_101QUATER,Tribunal Electoral,172AA7AA,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_103,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_103,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_110,Jefatura de Gobierno,E2EEE4C1,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_112,Jefatura de Gobierno,E2EEE4C1,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_114,Jefatura de Gobierno,E2EEE4C1,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_116,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_116,Tribunal Electoral,172AA7AA,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_116,Tribunal Electoral,172AA7AA,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_120,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_120,Tribunal Electoral,172AA7AA,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_121,Jefatura de Gobierno,E2EEE4C1,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_121,Tribunal Electoral,172AA7AA,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_121,Tribunal Electoral,172AA7AA,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_122,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_122,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_123,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_124,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_126,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_126,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_126,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_126,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_127,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_128,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_128,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_128,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_128,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_128,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_128,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_129,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_130,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_130,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_130,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_132,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_133,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_133,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_140,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_140,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_140,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_140,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_140,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_140,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_140,Tribunal Electoral,172AA7AA,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_140,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_153,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_153,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_156,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_157,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_158,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_158,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_158,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_158,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_165,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_166,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_167,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_167,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_168,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_175,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_179,Instituto Electoral,3F32FC52,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_200,Congreso de la Ciudad de Mexico,14C01911,1.0,name,mencion_entidad_gubernamental_oficial
3F66D749_206,Tribunal Superior de Justicia,47DEAC86,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_3,Agencia Digital de Innovacion Publica,11A7BB35,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_12,Jefatura de Gobierno,E2EEE4C1,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_12,Secretaria de Gobierno,919DEC37,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_12,Secretaria de Administracion y Finanzas,FBE3F640,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_12,Secretaria de la Contraloria General,6EF1024A,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_12,Secretaria de Cultura,32A26AD3,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_12,Secretaria de Desarrollo Economico,E9B9C5D2,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_12,Secretaria de Desarrollo Urbano y Vivienda,C18252C2,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_12,"Secretaria de Educacion, Ciencia, Tecnologia e Innovacion",19AB6A9B,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_12,Secretaria de Gestion Integral de Riesgos y Proteccion Civil,769FDCA1,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_12,Secretaria de Inclusion y Bienestar Social,26D0C577,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_12,Secretaria del Medio Ambiente,625ACAC7,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_12,Secretaria de Movilidad,14480394,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_12,Secretaria de las Mujeres,E5F1F23C,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_12,Secretaria de Obras y Servicios,B14717A3,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_12,Secretaria de Pueblos y Barrios Originarios y Comunidades Indigenas Residentes,B419D508,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_12,Secretaria de Salud,2870C225,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_12,Secretaria de Seguridad Ciudadana,6EA49C6C,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_12,Secretaria de Trabajo y Fomento al Empleo,15EE7EA2,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_12,Secretaria de Turismo,3A2A7572,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_12,Consejeria Juridica y de Servicios Legales,358D6BAA,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_13,Congreso de la Ciudad de Mexico,14C01911,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_27,Agencia Digital de Innovacion Publica,11A7BB35,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_34,Secretaria de la Contraloria General,6EF1024A,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_53,Instituto de Verificacion Administrativa,3EF0192E,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_57,Instituto de Verificacion Administrativa,3EF0192E,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_57,Instituto de Verificacion Administrativa,3EF0192E,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_57,Instituto de Verificacion Administrativa,3EF0192E,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_62,Jefatura de Gobierno,E2EEE4C1,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_68,Jefatura de Gobierno,E2EEE4C1,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_68,Jefatura de Gobierno,E2EEE4C1,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_71,Consejeria Juridica y de Servicios Legales,358D6BAA,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_71,Jefatura de Gobierno,E2EEE4C1,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_73,Consejeria Juridica y de Servicios Legales,358D6BAA,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_73,Jefatura de Gobierno,E2EEE4C1,1.0,name,mencion_entidad_gubernamental_oficial
50BEA374_73,Consejeria Juridica y de Servicios Legales,358D6BAA,1.0,name,mencion_entidad_gubernamental_oficial
660CBA22_3,Secretaria de Salud,2870C225,1.0,name,mencion_entidad_gubernamental_oficial
660CBA22_13,Secretaria de Salud,2870C225,1.0,name,mencion_entidad_gubernamental_oficial
660CBA22_25,Secretaria de Salud,2870C225,1.0,name,mencion_entidad_gubernamental_oficial
660CBA22_30,Servicios de Salud Publica,E8E05F97,1.0,name,mencion_entidad_gubernamental_oficial
660CBA22_32,Secretaria de Salud,2870C225,1.0,name,mencion_entidad_gubernamental_oficial
660CBA22_34,Secretaria de Salud,2870C225,1.0,name,mencion_entidad_gubernamental_oficial
660CBA22_36,Secretaria de Salud,2870C225,1.0,name,mencion_entidad_gubernamental_oficial
660CBA22_38,Instituto del Deporte,6599D971,1.0,name,mencion_entidad_gubernamental_oficial
660CBA22_48,Consejeria Juridica y de Servicios Legales,358D6BAA,1.0,name,mencion_entidad_gubernamental_oficial
660CBA22_48,Tribunal Superior de Justicia,47DEAC86,1.0,name,mencion_entidad_gubernamental_oficial
660CBA22_49,Consejeria Juridica y de Servicios Legales,358D6BAA,1.0,name,mencion_entidad_gubernamental_oficial
660CBA22_49,Tribunal Superior de Justicia,47DEAC86,1.0,name,mencion_entidad_gubernamental_oficial
660CBA22_69,Tribunal Superior de Justicia,47DEAC86,1.0,name,mencion_entidad_gubernamental_oficial
660CBA22_81,Secretaria de Gobierno,919DEC37,1.0,name,mencion_entidad_gubernamental_oficial
660CBA22_84,"Instituto para la Atencion y prevencion de las
Adicciones",C545AA06,0.9824561403508771,name,mencion_entidad_gubernamental_oficial
660CBA22_105,Secretaria de Salud,2870C225,1.0,name,mencion_entidad_gubernamental_oficial
D61F4C69_2,C5,50B56830,1.0,acronym,mencion_entidad_gubernamental_oficial
D61F4C69_2,"Centro de Comando, Control, Computo, Comunicaciones y Contacto Ciudadano",50B56830,1.0,name,mencion_entidad_gubernamental_oficial
D61F4C69_2,Secretaria del Medio Ambiente,625ACAC7,1.0,name,mencion_entidad_gubernamental_oficial
