art_id,entity_text,cdmx_official_name,cdmx_doc_id,match_quality,openai_response
3F714625_204,Reglamento de Transparencia,Reglamento de la Ley de Transparencia y Acceso a la Informacion Publica de la Administracion Publica del Distrito Federal,3A1AB6C3,safe,MATCH: 3A1AB6C3
3F714625_208,Reglamento del Canal de Televisivo,,,no_match,NO_MATCH
1E876EAF_4,Reglamento de la Ley de Comedores Sociales de la Ciudad de México,,,no_match,NO_MATCH
71CE1013_29,Reglamento del Congreso para la presentación de una iniciativa,Reglamento del Congreso de la Ciudad de Mexico,3F714625,safe,MATCH: 3F714625
71CE1013_92,reglamento para el funcionamiento interno de las Comisiones de Participación Comunitaria,Reglamento para el Funcionamiento Interno de los Organos de Representacion Previstos en la Ley de Participacion Ciudadana de la Ciudad de Mexico,0608221F,safe,MATCH: 0608221F
71CE1013_93,reglamento de las Comisiones de Participación Comunitaria al que hace referencia el Artículo,,,no_match,NO_MATCH
71CE1013_183,reglamento del Cabildo de la Ciudad y de las Alcaldías regulará lo relativo a la Silla Ciudadana,,,no_match,NO_MATCH
71CE1013_192,reglamento de funcionamiento interno,Reglamento para el Funcionamiento Interno de los Organos de Representacion Previstos en la Ley de Participacion Ciudadana de la Ciudad de Mexico,0608221F,safe,MATCH: 0608221F
7C5E7A9B_3,Reglamento de Transito de la Ciudad de México,Reglamento de Transito de la Ciudad de Mexico,057212A0,safe,MATCH: 057212A0
7C5E7A9B_135,Reglamento para las pruebas,,,no_match,NO_MATCH
F5B39E56_33,reglamento de tránsito vigente,Reglamento de Transito de la Ciudad de Mexico,057212A0,safe,MATCH: 057212A0
F5B39E56_33,Reglamento de Tránsito vigente,Reglamento de Transito de la Ciudad de Mexico,057212A0,safe,MATCH: 057212A0
F5B39E56_34,Reglamento de Tránsito vigente,Reglamento de Transito de la Ciudad de Mexico,057212A0,safe,MATCH: 057212A0
F5B39E56_56QUINQUIES,Reglamento de los Centros Penitenciarios de la Ciudad de México y demás ordenamientos aplicables,Reglamento de la Ley de Centros Penitenciarios de la Ciudad de Mexico,6D0C4493,safe,MATCH: 6D0C4493
F5B39E56_72,Reglamento de los Órganos Colegiados de Honor y Justicia de la Secretaría de Seguridad Ciudadana y demás normativa,Reglamento de los Organos Colegiados de Honor y Justicia de la Secretaria de Seguridad Ciudadana de la Ciudad de Mexico,22F74C46,safe,MATCH: 22F74C46
1845EF43_25,Reglamento de Construcciones considerando de éste lo ceñido en la fracción VIII del artículo,Reglamento de Construcciones para el Distrito Federal,44022C97,safe,MATCH: 44022C97
E7942A22_4,Reglamento de la Ley de Centros de Atención y Cuidado Infantil para la Ciudad de México,Reglamento de la Ley que Regula el Funcionamiento de los Centros de Atencion y Cuidado Infantil para el Distrito Federal,EE81F662,safe,MATCH: EE81F662
FB6CCCAE_4,Reglamento de la Ley de los Derechos de Niñas,"Reglamento de la Ley de los Derechos de Ninas, Ninos y Adolescentes de la Ciudad de Mexico",2155A245,safe,MATCH: 2155A245
98C6B489_4,Reglamento de Sesiones del Consejo General del Instituto Electoral de de México,Reglamento de Sesiones del Consejo General y Comisiones del Instituto Electoral del Distrito Federal,8AB38F48,safe,MATCH: 8AB38F48
98C6B489_36,Reglamento de Elecciones,,,no_match,NO_MATCH
98C6B489_36,Reglamento de Elecciones y demás lineamientos que al efecto emita el Instituto Nacional,,,no_match,NO_MATCH
98C6B489_36,Reglamento de Elecciones y demás lineamientos que emita el Instituto Nacional,,,no_match,NO_MATCH
98C6B489_36,Reglamento de Elecciones y demás lineamientos que emita el Instituto Nacional,,,no_match,NO_MATCH
98C6B489_36,Reglamento de Elecciones y demás lineamientos que emita el Instituto Nacional,,,no_match,NO_MATCH
98C6B489_50,Reglamento de Elecciones y demás disposiciones que emanen de las leyes locales en la materia,,,no_match,NO_MATCH
98C6B489_50,Reglamento de Elecciones,,,no_match,NO_MATCH
98C6B489_66,Reglamento de Sesiones del Consejo General y Comisiones,Reglamento de Sesiones del Consejo General y Comisiones del Instituto Electoral del Distrito Federal,8AB38F48,safe,MATCH: 8AB38F48
98C6B489_66,Reglamento de integración y funcionamiento de los Consejos Distritales,"Reglamento de Integracion, Funcionamiento y Sesiones de los Consejos Distritales del Instituto Electoral del Distrito Federal",2833199A,safe,MATCH: 2833199A
98C6B489_66,Reglamento para el trámite y sustanciación de quejas y procedimientos de investigación,Reglamento para el Tramite y Sustanciacion de Quejas y Procedimientos de Investigacion del Instituto Electoral de la Ciudad de Mexico,AA378A25,safe,MATCH: AA378A25
98C6B489_66,"Reglamento del Instituto Electoral en materia de Transparencia y Acceso a
II","Reglamento del Instituto Electoral de la Ciudad de Mexico en materia de Transparencia, Acceso a la Informacion Publica y Rendicion de Cuentas",C0A06B26,safe,MATCH: C0A06B26
98C6B489_83,Reglamento de Funcionamiento de,,,no_match,NO_MATCH
98C6B489_83,reglamento de los procesos relativos al personal de la rama administrativa,,,no_match,NO_MATCH
98C6B489_145,Reglamento de Relaciones Laborales de conformidad con lo dispuesto en el Estatuto del Servicio,,,no_match,NO_MATCH
98C6B489_213,Reglamento de operación y programa anual de trabajo,,,no_match,NO_MATCH
98C6B489_322,Reglamento de Fiscalización expedido por el Instituto Nacional,,,no_match,NO_MATCH
98C6B489_378,Reglamento de Elecciones,,,no_match,NO_MATCH
98C6B489_399,reglamento del condominio,Reglamento de la Ley de Propiedad en Condominio de Inmuebles para el Distrito Federal,1D831B5C,safe,MATCH: 1D831B5C
A0050486_15,"reglamento de operaciones que fije las normas que regirán la prestación de los
servicios a terceros y el cumplimie",,,no_match,NO_MATCH
74FF23BF_7,reglamento de la Ley de Movilidad del Distrito Federal,Reglamento de la Ley de Movilidad de la Ciudad de Mexico,C22DAF01,safe,MATCH: C22DAF01
C0E713ED_112,Reglamento de la Institución,,,no_match,NO_MATCH
BA76459A_94QUATER,Reglamento de Construcciones del Distrito Federal,Reglamento de Construcciones para el Distrito Federal,44022C97,safe,MATCH: 44022C97
BA76459A_94QUATER,Reglamento de Construcciones,Reglamento de Construcciones para el Distrito Federal,44022C97,safe,MATCH: 44022C97
BA76459A_94QUATER,Reglamento de construcciones,Reglamento de Construcciones para el Distrito Federal,44022C97,safe,MATCH: 44022C97
BA76459A_106,Reglamento de Construcciones del Distrito Federal y en los Programas ambientales y de desarrollo urbano vigentes,Reglamento de Construcciones para el Distrito Federal,44022C97,safe,MATCH: 44022C97
E4E904B7_38,Reglamento para el ganado de lidia,Reglamento Taurino para el Distrito Federal,E4E904B7,safe,MATCH: E4E904B7
E4E904B7_103,Reglamento para las infracciones al público,,,no_match,NO_MATCH
44022C97_21,reglamento de la materia,,,no_match,NO_MATCH
44022C97_60,Reglamento para el tipo de licencia o autorización que se haya otorgado,,,no_match,NO_MATCH
44022C97_68,Reglamento para su operación y funcionamiento,,,no_match,NO_MATCH
44022C97_177,Reglamento de Construcciones y en sus Normas Técnicas Complementarias vigentes a la fecha de la revisión,Reglamento de Construcciones para el Distrito Federal,44022C97,safe,MATCH: 44022C97
44022C97_180,Reglamento para las edificaciones nuevas,Reglamento de Construcciones para el Distrito Federal,44022C97,safe,MATCH: 44022C97
44022C97_189,Reglamento de Tránsito del Distrito Federal,Reglamento de Transito de la Ciudad de Mexico,057212A0,safe,MATCH: 057212A0
44022C97_244,Reglamento de Verificación Administrativa para el Distrito Federal,Reglamento de Verificacion Administrativa del Distrito Federal,6D6F29EF,safe,MATCH: 6D6F29EF
44022C97_251,Reglamento de Verificación Administrativa para el Distrito Federal,Reglamento de Verificacion Administrativa del Distrito Federal,6D6F29EF,safe,MATCH: 6D6F29EF
4BC0C88C_6,Reglamento del Departamento del Distrito Federal y a las disposiciones que dicte el Jefe del propio Departamento,,,no_match,NO_MATCH
09ACB34D_4,Reglamento de la Ley de los Derechos Culturales de los Habitantes y Visitantes de la Ciudad de México,,,no_match,NO_MATCH
44EE672D_2,Reglamento de la Ley de Desarrollo Urbano,Reglamento de la Ley de Desarrollo Urbano del Distrito Federal,483FF7A5,safe,MATCH: 483FF7A5
44EE672D_2,Reglamento de Verificación Administrativa,Reglamento de Verificacion Administrativa del Distrito Federal,6D6F29EF,safe,MATCH: 6D6F29EF
44EE672D_2,Reglamento de Construcciones y Reglamento de Protección Civil,Reglamento de la Ley de Gestion Integral de Riesgos y Proteccion Civil de la Ciudad de Mexico,D61F4C69,safe,MATCH: D61F4C69
44EE672D_3,Reglamento de Construcciones,Reglamento de Construcciones para el Distrito Federal,44022C97,safe,MATCH: 44022C97
44EE672D_111,Reglamento de Construcciones,Reglamento de Construcciones para el Distrito Federal,44022C97,safe,MATCH: 44022C97
44EE672D_121,Reglamento de Construcciones,Reglamento de Construcciones para el Distrito Federal,44022C97,safe,MATCH: 44022C97
2BE6C2B6_47,Reglamento de Verificación Administrativa,Reglamento de Verificacion Administrativa del Distrito Federal,6D6F29EF,safe,MATCH: 6D6F29EF
2BE6C2B6_48,Reglamento de Verificación Administrativa y demás ordenamientos legales que apliquen en la materia para el Distrit,Reglamento de Verificacion Administrativa del Distrito Federal,6D6F29EF,safe,MATCH: 6D6F29EF
F0AAC398_2,Reglamento de que Establece el Derecho al Acceso Gratuito a los Servicios Médicos y Medicamentos a las Personas Re,Reglamento de la Ley que Establece el Derecho a los Servicios Medicos y Medicamentos a las Personas Residentes en el Distrito Federal que Carecen de Seguridad Social Laboral,F0AAC398,safe,MATCH: F0AAC398
604B2E0E_5,Reglamento de la Ley de la Procuraduría Social,Reglamento de la Ley de la Procuraduria Social del Distrito Federal,F5CAFBB3,safe,MATCH: F5CAFBB3
604B2E0E_13,Reglamento de la Procuraduría Social al Jefe de Gobierno,Reglamento de la Ley de la Procuraduria Social del Distrito Federal,F5CAFBB3,safe,MATCH: F5CAFBB3
604B2E0E_19,Reglamento de la Procuraduría,Reglamento de la Ley de la Procuraduria Social del Distrito Federal,F5CAFBB3,safe,MATCH: F5CAFBB3
4C4E2871_20,Reglamento de Transporte del Distrito Federal,,,no_match,NO_MATCH
C22DAF01_124,Reglamento de Tránsito y el presente Reglamento,Reglamento de Transito de la Ciudad de Mexico,057212A0,safe,MATCH: 057212A0
A04416EA_7,Reglamento para la autorización y publicación correspondiente,,,no_match,NO_MATCH
A04416EA_56,Reglamento de Lealtad y Disciplina y demás ordenamientos jurídicos y administrativos aplicables a los mismos,,,no_match,NO_MATCH
A04416EA_83,Reglamento de Lealtad y Disciplina del HCBDF,,,no_match,NO_MATCH
A04416EA_86,Reglamento de Lealtad y Disciplina,,,no_match,NO_MATCH
A04416EA_89,Reglamento de Lealtad y Disciplina del HCBDF,,,no_match,NO_MATCH
A04416EA_90,Reglamento de Lealtad y Disciplina,,,no_match,NO_MATCH
A04416EA_108,Reglamento de Construcciones y sus Normas Técnicas Complementarias,Reglamento de Construcciones para el Distrito Federal,44022C97,safe,MATCH: 44022C97
A04416EA_108,Reglamento de Construcciones,Reglamento de Construcciones para el Distrito Federal,44022C97,safe,MATCH: 44022C97
D8F07234_39,Reglamento para la integración y funcionamiento del Consejo de Prevención Social del Delito y la Violencia en el Dis,,,no_match,NO_MATCH
4EF1658F_66,Reglamento de operación y programa anual de trabajo,,,no_match,NO_MATCH
4198B460_125,Reglamento de Cementerios,"Reglamento de Cementerios, Crematorios y Servicios Funerarios en la Ciudad de Mexico",B517CD98,safe,MATCH: B517CD98
D04FE2A2_23,Reglamento para la atención de solicitudes de acceso a la información pública,"Reglamento del Instituto Electoral de la Ciudad de Mexico en materia de Transparencia, Acceso a la Informacion Publica y Rendicion de Cuentas",C0A06B26,safe,MATCH: C0A06B26
9CC6DE10_2,Reglamento de la Ley de Protección Civil y el Reglamento de Construcciones,Reglamento de la Ley de Gestion Integral de Riesgos y Proteccion Civil de la Ciudad de Mexico,D61F4C69,safe,MATCH: D61F4C69
9CC6DE10_3,Reglamento de Construcciones,Reglamento de Construcciones para el Distrito Federal,44022C97,safe,MATCH: 44022C97
9CC6DE10_3,Reglamento de Construcciones del Distrito Federal,Reglamento de Construcciones para el Distrito Federal,44022C97,safe,MATCH: 44022C97
9CC6DE10_8,Reglamento de Construcciones y demás ordenamientos aplicables,Reglamento de Construcciones para el Distrito Federal,44022C97,safe,MATCH: 44022C97
9CC6DE10_9,Reglamento de Protección Civil,Reglamento de la Ley de Gestion Integral de Riesgos y Proteccion Civil de la Ciudad de Mexico,D61F4C69,safe,MATCH: D61F4C69
9CC6DE10_12,Reglamento de Protección Civil,Reglamento de la Ley de Gestion Integral de Riesgos y Proteccion Civil de la Ciudad de Mexico,D61F4C69,safe,MATCH: D61F4C69
9CC6DE10_69,Reglamento de la materia,,,no_match,NO_MATCH
22F74C46_4,Reglamento de los Órganos Colegiados de Honor y Justicia de la Secretaría de Seguridad Ciudadana de la Ciudad de M,Reglamento de los Organos Colegiados de Honor y Justicia de la Secretaria de Seguridad Ciudadana de la Ciudad de Mexico,22F74C46,safe,MATCH: 22F74C46
7B5916CD_68,"Reglamento de la Caja de Previsión de la Policía Preventiva del Distrito
Federal de fecha",Reglamento de la Ley de la Caja de Privision de la Policia Preventiva del Distrito Federal,7B5916CD,safe,MATCH: 7B5916CD
4732E043_18,Reglamento de Construcciones y sus normas complementarias,Reglamento de Construcciones para el Distrito Federal,44022C97,safe,MATCH: 44022C97
4732E043_19,Reglamento para las Construcciones del Distrito Federal,Reglamento de Construcciones para el Distrito Federal,44022C97,safe,MATCH: 44022C97
4732E043_23,Reglamento de Construcciones del Distrito Federal,Reglamento de Construcciones para el Distrito Federal,44022C97,safe,MATCH: 44022C97
8AB38F48_2,Reglamento de Sesiones del Consejo General y Comisiones del Instituto Electoral de la Ciudad de México,Reglamento de Sesiones del Consejo General y Comisiones del Instituto Electoral del Distrito Federal,8AB38F48,safe,MATCH: 8AB38F48
8AB38F48_15,Reglamento de Sesiones del Consejo General y Comisiones del Instituto Electoral,Reglamento de Sesiones del Consejo General y Comisiones del Instituto Electoral del Distrito Federal,8AB38F48,safe,MATCH: 8AB38F48
783C9BC5_3,Reglamento de la Ley de Sociedades Mutualista de la Ciudad de México,,,no_match,NO_MATCH
AB7E579F_7,reglamento para usuarios de las Bibliotecas,Reglamento de la Ley de Bibliotecas del Distrito Federal,AB7E579F,safe,MATCH: AB7E579F
955199A7_2,Reglamento de la Ley Orgánica de las Alcaldías de la Ciudad de México,,,no_match,NO_MATCH
B848E072_8BIS10,reglamento de condóminos y en los contratos de compraventa,Reglamento de la Ley de Propiedad en Condominio de Inmuebles para el Distrito Federal,1D831B5C,safe,MATCH: 1D831B5C
FD7BC6D0_3,Reglamento de la Ley de Atención Prioritaria para las Personas con Discapacidad y en Situación de Vulnerabilidad e,Reglamento de la Ley para la Integracion al Desarrollo de las Personas con Discapacidad de la Ciudad de Mexico,91D4E6C7,safe,MATCH: 91D4E6C7
483FF7A5_13,Reglamento del Comité Técnico de las Áreas de Gestión Estratégica,,,no_match,NO_MATCH
483FF7A5_151,Reglamento para apoyar la elaboración del Programa General de Desarrollo Urbano y demás trabajos que señalen los ord,Reglamento Del Consejo Para El Desarrollo Urbano Sustentable Del Distrito Federal,E886EA4D,safe,MATCH: E886EA4D
483FF7A5_154,Reglamento del Consejo de Desarrollo Urbano Sustentable,Reglamento Del Consejo Para El Desarrollo Urbano Sustentable Del Distrito Federal,E886EA4D,safe,MATCH: E886EA4D
B91AA4E5_4,Reglamento de la Ley de Protección y Fomento al Empleo para la Ciudad de México,Reglamento de la Ley de Proteccion y Fomento al Empleo para Distrito Federal,69638137,safe,MATCH: 69638137
C24F3487_17,reglamento para el funcionamiento de la misma,,,no_match,NO_MATCH
C24F3487_19,reglamento de funcionamiento de la Comisión,Reglamento de la Comision Coordinadora del Sistema General de Bienestar Social,E9B771EC,safe,MATCH: E9B771EC
C24F3487_28,reglamento para el funcionamiento de la Comisión,Reglamento para el Funcionamiento Interno de los Organos de Representacion Previstos en la Ley de Participacion Ciudadana de la Ciudad de Mexico,0608221F,safe,MATCH: 0608221F
3A1AB6C3_4,"REGLAMENTO DE LA LEY DE TRANSPARENCIA Y ACCESO
A LA INFORMACIÓN PÚBLICA DE LA ADMINISTRACIÓN
PÚBLICA DEL DISTRITO",Reglamento de la Ley de Transparencia y Acceso a la Informacion Publica de la Administracion Publica del Distrito Federal,3A1AB6C3,safe,MATCH: 3A1AB6C3
3A1AB6C3_9,"REGLAMENTO DE LA LEY DE TRANSPARENCIA Y ACCESO
A LA INFORMACIÓN PÚBLICA DE LA ADMINISTRACIÓN
PÚBLICA DEL DISTRITO",Reglamento de la Ley de Transparencia y Acceso a la Informacion Publica de la Administracion Publica del Distrito Federal,3A1AB6C3,safe,MATCH: 3A1AB6C3
3A1AB6C3_20,"REGLAMENTO DE LA LEY DE TRANSPARENCIA Y ACCESO
A LA INFORMACIÓN PÚBLICA DE LA ADMINISTRACIÓN
PÚBLICA DEL DISTRITO",Reglamento de la Ley de Transparencia y Acceso a la Informacion Publica de la Administracion Publica del Distrito Federal,3A1AB6C3,safe,MATCH: 3A1AB6C3
3A1AB6C3_33,"REGLAMENTO DE LA LEY DE TRANSPARENCIA Y ACCESO
A LA INFORMACIÓN PÚBLICA DE LA ADMINISTRACIÓN
PÚBLICA DEL DISTRITO",Reglamento de la Ley de Transparencia y Acceso a la Informacion Publica de la Administracion Publica del Distrito Federal,3A1AB6C3,safe,MATCH: 3A1AB6C3
3A1AB6C3_38,"REGLAMENTO DE LA LEY DE TRANSPARENCIA Y ACCESO
A LA INFORMACIÓN PÚBLICA DE LA ADMINISTRACIÓN
PÚBLICA DEL DISTRITO",Reglamento de la Ley de Transparencia y Acceso a la Informacion Publica de la Administracion Publica del Distrito Federal,3A1AB6C3,safe,MATCH: 3A1AB6C3
3A1AB6C3_42,"REGLAMENTO DE LA LEY DE TRANSPARENCIA Y ACCESO
A LA INFORMACIÓN PÚBLICA DE LA ADMINISTRACIÓN
PÚBLICA DEL DISTRITO",Reglamento de la Ley de Transparencia y Acceso a la Informacion Publica de la Administracion Publica del Distrito Federal,3A1AB6C3,safe,MATCH: 3A1AB6C3
3A1AB6C3_43,"REGLAMENTO DE LA LEY DE TRANSPARENCIA Y ACCESO
A LA INFORMACIÓN PÚBLICA DE LA ADMINISTRACIÓN
PÚBLICA DEL DISTRITO",Reglamento de la Ley de Transparencia y Acceso a la Informacion Publica de la Administracion Publica del Distrito Federal,3A1AB6C3,safe,MATCH: 3A1AB6C3
3A1AB6C3_50,"REGLAMENTO DE LA LEY DE TRANSPARENCIA Y ACCESO
A LA INFORMACIÓN PÚBLICA DE LA ADMINISTRACIÓN
PÚBLICA DEL DISTRITO",Reglamento de la Ley de Transparencia y Acceso a la Informacion Publica de la Administracion Publica del Distrito Federal,3A1AB6C3,safe,MATCH: 3A1AB6C3
