art_id,entity_text,cdmx_official_name,cdmx_doc_id,match_quality,openai_response
660CBA22_3,"Ley para los efectos de este Reglamento se
entenderá por",,,no_match,NO_MATCH
660CBA22_44,"Ley de
la materia",,,no_match,NO_MATCH
D61F4C69_2,Ley de Establecimientos Mercantiles y el Reglamento de Construcciones vigentes en la Ciudad de México y demás ordenamientos aplicables,Ley de Establecimientos Mercantiles para la Ciudad de Mexico,B6DF65EC,safe,MATCH: B6DF65EC
D61F4C69_41,Ley para establecimientos mercantiles de bajo riesgo,Ley de Establecimientos Mercantiles para la Ciudad de Mexico,B6DF65EC,safe,MATCH: B6DF65EC
D61F4C69_43,Ley sobre la integración del mismo,,,no_match,NO_MATCH
D61F4C69_52,Ley para cada tipo de Programa Interno,,,no_match,NO_MATCH
D61F4C69_71,Ley de Transparencia,"Ley de Transparencia, Acceso a la Informacion Publica y Rendicion de Cuentas de la Ciudad de Mexico",95B2DA77,safe,MATCH: 95B2DA77
D61F4C69_116,Ley de Transparencia,"Ley de Transparencia, Acceso a la Informacion Publica y Rendicion de Cuentas de la Ciudad de Mexico",95B2DA77,safe,MATCH: 95B2DA77
D61F4C69_134,Ley General con un enfoque de transparencia y rendición de cuentas,"Ley de Transparencia, Acceso a la Informacion Publica y Rendicion de Cuentas de la Ciudad de Mexico",95B2DA77,safe,MATCH: 95B2DA77
70FCECA0_1,Ley de Salud del Distrito Federal y las Normas Oficiales Mexicanas en la materia,Ley de Salud de la Ciudad De Mexico,AF96B37C,safe,MATCH: AF96B37C
491D6477_3,Ley Orgánica de la Administración Pública de la Ciudad de México,Ley Organica del Poder Ejecutivo y de la Administracion Publica de la Ciudad de Mexico,1CF89C01,safe,MATCH: 1CF89C01
491D6477_37,Ley de Ciencia y Tecnología,,,no_match,NO_MATCH
491D6477_63B,Ley de Austeridad,"Ley de Austeridad, Transparencia en Remuneraciones, Prestaciones y Ejercicio de Recursos de la Ciudad de Mexico 2024",0565BA1A,safe,MATCH: 0565BA1A
491D6477_95,Ley de Procedimiento Administrativo del Distrito Federal,Ley de Procedimiento Administrativo de la Ciudad de Mexico,0FC021B6,safe,MATCH: 0FC021B6
491D6477_215,ley orgánica del Tribunal,Ley Organica del Tribunal de Justicia Administrativa de la Ciudad de Mexico.,F85A3C2E,safe,MATCH: F85A3C2E
E622A0D8_16,Ley de Participación Ciudadana y la presente Ley,Ley de Participacion Ciudadana de la Ciudad de Mexico,71CE1013,safe,MATCH: 71CE1013
E622A0D8_21,Ley Orgánica del Poder Ejecutivo y de la Administración Pública y la Ley de Auditoría y Control Interno de la Administración Pública,Ley Organica del Poder Ejecutivo y de la Administracion Publica de la Ciudad de Mexico,1CF89C01,safe,MATCH: 1CF89C01
E622A0D8_26,Ley de Transparencia,"Ley de Transparencia, Acceso a la Informacion Publica y Rendicion de Cuentas de la Ciudad de Mexico",95B2DA77,safe,MATCH: 95B2DA77
E622A0D8_26,Ley de Protección de Datos Personales en Posesión de Sujetos Obligados,Ley de Proteccion de Datos Personales en Posesion de Sujetos Obligados de la Ciudad de Mexico,71D41E18,safe,MATCH: 71D41E18
69638137_4,Ley de Fomento para el Desarrollo Económico del Distrito Federal y la Ley de Fomento Cooperativo del Distrito Federal,Ley de Fomento Cooperativo para la Ciudad de Mexico,93D6E7AD,safe,MATCH: 93D6E7AD
69638137_4,Ley de Procedimiento Administrativo del Distrito Federal,Ley de Procedimiento Administrativo de la Ciudad de Mexico,0FC021B6,safe,MATCH: 0FC021B6
69638137_28,Ley de Ingresos del Distrito Federal,Ley de Ingresos de la Ciudad de Mexico para el Ejercicio Fiscal 2025,91D97F46,safe,MATCH: 91D97F46
69638137_51,Ley de Procedimiento Administrativo del Distrito Federal,Ley de Procedimiento Administrativo de la Ciudad de Mexico,0FC021B6,safe,MATCH: 0FC021B6
69638137_52,Ley de Procedimiento Administrativo del Distrito Federal,Ley de Procedimiento Administrativo de la Ciudad de Mexico,0FC021B6,safe,MATCH: 0FC021B6
E0644EAF_13,Ley de Protección a los Animales del Distrito Federal y demás disposiciones aplicables,Ley de Proteccion y Bienestar de los Animales de la Ciudad de Mexico,D26A0A36,safe,MATCH: D26A0A36
E0644EAF_15,Ley de Transparencia,"Ley de Transparencia, Acceso a la Informacion Publica y Rendicion de Cuentas de la Ciudad de Mexico",95B2DA77,safe,MATCH: 95B2DA77
E0644EAF_27,ley de seguridad privada y la ley de seguridad pública,Ley de Seguridad Privada para la Ciudad de Mexico,71029770,safe,MATCH: 71029770
E0644EAF_71,Ley para la sustanciación del procedimiento de revocación,,,no_match,NO_MATCH
E0644EAF_72,Ley de Procedimiento Administrativo del Distrito Federal,Ley de Procedimiento Administrativo de la Ciudad de Mexico,0FC021B6,safe,MATCH: 0FC021B6
37159EFC_4,Ley de Filmaciones del Distrito Federal,Ley de Filmaciones de la Ciudad de Mexico,37159EFC,safe,MATCH: 37159EFC
37159EFC_4,Ley de Filmaciones del Distrito Federal,Ley de Filmaciones de la Ciudad de Mexico,37159EFC,safe,MATCH: 37159EFC
37159EFC_4,Ley de Transporte y Vialidad del Distrito Federal,Ley de Movilidad de la Ciudad de Mexico,A92D78A0,safe,MATCH: A92D78A0
37159EFC_4,Ley de Transporte y Vialidad del Distrito Federal,Ley de Movilidad de la Ciudad de Mexico,A92D78A0,safe,MATCH: A92D78A0
37159EFC_4,Ley de Transporte y Vialidad del Distrito Federal,Ley de Movilidad de la Ciudad de Mexico,A92D78A0,safe,MATCH: A92D78A0
37159EFC_5,Ley del Procedimiento Administrativo del Distrito Federal,Ley de Procedimiento Administrativo de la Ciudad de Mexico,0FC021B6,safe,MATCH: 0FC021B6
37159EFC_5,Ley de Fomento Cultural del Distrito Federal,Ley de Fomento Cultural de la Ciudad de Mexico,FFAF5E72,safe,MATCH: FFAF5E72
37159EFC_5,Ley de Fomento para el Desarrollo Económico y la Ley de Fomento al Cine en el Distrito Federal,Ley para el Desarrollo Economico de la Ciudad de Mexico,A72D8648,safe,MATCH: A72D8648
37159EFC_19,Ley de Transparencia y Acceso a la Información Pública del Distrito Federal,"Ley de Transparencia, Acceso a la Informacion Publica y Rendicion de Cuentas de la Ciudad de Mexico",95B2DA77,safe,MATCH: 95B2DA77
37159EFC_39,Ley para la presentación de los Avisos y el otorgamiento de Permisos,,,no_match,NO_MATCH
F1B29F7E_5,Ley de Salud del Distrito Federal,Ley de Salud de la Ciudad De Mexico,AF96B37C,safe,MATCH: AF96B37C
F1B29F7E_5,Ley de Desarrollo Social,Ley General de Desarrollo Social,C387735C,safe,MATCH: C387735C
F1B29F7E_5,Ley de Transparencia y Acceso a la Información Pública del Distrito Federal,"Ley de Transparencia, Acceso a la Informacion Publica y Rendicion de Cuentas de la Ciudad de Mexico",95B2DA77,safe,MATCH: 95B2DA77
F1B29F7E_5,Ley para Prevenir y Erradicar la Discriminación en el Distrito Federal,Ley para Prevenir y Eliminar la Discriminacion de la Ciudad de Mexico,381DBA28,safe,MATCH: 381DBA28
F1B29F7E_5,Ley de Procedimiento Administrativo del Distrito Federal,Ley de Procedimiento Administrativo de la Ciudad de Mexico,0FC021B6,safe,MATCH: 0FC021B6
292100E1_2,Ley General de Asentamientos Humanos,"Ley General de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano",17BBB14C,safe,MATCH: 17BBB14C
292100E1_2,Ley del Derecho al Acceso,"Ley del Derecho al Acceso, Disposicion y Saneamiento del Agua de la Ciudad de Mexico",A4DE831B,safe,MATCH: A4DE831B
292100E1_2,Ley de Patrimonio Cultural,"Ley de Patrimonio Cultural, Natural y Biocultural de la Ciudad de Mexico",6F21C500,safe,MATCH: 6F21C500
292100E1_38,Ley de Obras Públicas del Distrito Federal,Ley de Obras Publicas de la Ciudad de Mexico,B598BEAE,safe,MATCH: B598BEAE
3A2C8488_2,Ley de Establecimientos Mercantiles y el Reglamento de Construcciones vigentes en la Ciudad de México y demás ordenamientos aplicables,Ley de Establecimientos Mercantiles para la Ciudad de Mexico,B6DF65EC,safe,MATCH: B6DF65EC
3A2C8488_5BIS,ley de Procedimiento Administrativo,Ley de Procedimiento Administrativo de la Ciudad de Mexico,0FC021B6,safe,MATCH: 0FC021B6
3A2C8488_5BIS,ley de Establecimientos Mercantiles,Ley de Establecimientos Mercantiles para la Ciudad de Mexico,B6DF65EC,safe,MATCH: B6DF65EC
3A2C8488_5BIS,ley para la Celebración de Espectáculos Públicos y el Reglamento de Construcciones,Ley para la Celebracion de Espectaculos Publicos de la Ciudad de Mexico,298E1252,safe,MATCH: 298E1252
3A2C8488_14,Ley de Establecimientos Mercantiles de la Ciudad de México sean de impacto zonal y cuyo aforo supere más de,Ley de Establecimientos Mercantiles para la Ciudad de Mexico,B6DF65EC,safe,MATCH: B6DF65EC
3A2C8488_205,Ley de Austeridad,"Ley de Austeridad, Transparencia en Remuneraciones, Prestaciones y Ejercicio de Recursos de la Ciudad de Mexico 2024",0565BA1A,safe,MATCH: 0565BA1A
293D2FA5_1,"Ley de Fomento Cultural del Distrito Federal así como regular el sistema de
Fomento y Desarrollo Cultural para el Distrito Federal",Ley de Fomento Cultural de la Ciudad de Mexico,FFAF5E72,safe,MATCH: FFAF5E72
293D2FA5_2,Ley de Fomento Cultural del Distrito Federal,Ley de Fomento Cultural de la Ciudad de Mexico,FFAF5E72,safe,MATCH: FFAF5E72
293D2FA5_40,Ley para la emisión del Programa,,,no_match,NO_MATCH
293D2FA5_58,Ley para su correspondiente publicación,,,no_match,NO_MATCH
7259296D_8,Ley de Procedimiento Administrativo del Distrito Federal,Ley de Procedimiento Administrativo de la Ciudad de Mexico,0FC021B6,safe,MATCH: 0FC021B6
7259296D_13,Ley de Procedimiento Administrativo del Distrito Federal,Ley de Procedimiento Administrativo de la Ciudad de Mexico,0FC021B6,safe,MATCH: 0FC021B6
7259296D_14,Ley de Procedimiento Administrativo del Distrito Federal,Ley de Procedimiento Administrativo de la Ciudad de Mexico,0FC021B6,safe,MATCH: 0FC021B6
EDEA48F4_2,Ley para Prevenir y Erradicar de Personas,"Ley para la Proteccion, Atencion y Asistencia a las Vicitimas de los Delitos en Materia de Trata de Personas de la Ciudad de Mexico",4366FEBF,safe,MATCH: 4366FEBF
EDEA48F4_16,ley sobre las personas,Ley de los Derechos de Ninas Ninos y Adolescentes de la Ciudad de Mexico,FB6CCCAE,safe,MATCH: FB6CCCAE
C57B66D6_2,Ley Orgánica de la Administración Pública de la Ciudad de México,Ley Organica del Poder Ejecutivo y de la Administracion Publica de la Ciudad de Mexico,1CF89C01,safe,MATCH: 1CF89C01
C57B66D6_5,Ley de Operación e Innovación Digital y la Ley de Ciudadanía Digital,Ley de Operacion e Innovacion Digital para la Ciudad de Mexico,27942EDC,safe,MATCH: 27942EDC
C57B66D6_66,Ley del Notariado,Ley del Notariado para la Ciudad de Mexico,C57B66D6,safe,MATCH: C57B66D6
C57B66D6_158,Ley para efectos de inscripción en las instituciones registrales y cualquier otro efecto previsto en el Artículo,Ley Registral para la Ciudad de Mexico,792A2E51,safe,MATCH: 792A2E51
C57B66D6_189,Ley de la materia para los intestados,,,no_match,NO_MATCH
C57B66D6_228,ley de la materia,,,no_match,NO_MATCH
6DAE5BFB_2,Ley sobre Celebración de Tratados y que resulten de observancia obligatoria para la Administración Pública del Distrito Federal,Ley sobre la Celebracion de Tratados,703EDD4C,safe,MATCH: 703EDD4C
6DAE5BFB_4,Ley Federal en materia de adquisiciones,Ley de Adquisiciones para el Distrito Federal,6DAE5BFB,safe,MATCH: 6DAE5BFB
6DAE5BFB_6,Ley para efectos administrativos,,,no_match,NO_MATCH
6DAE5BFB_16,Ley Federal sobre Metrología y Normalización para exigir la misma calidad a los bienes de procedencia extranjera respecto de los bienes nacionales,,,no_match,NO_MATCH
6DAE5BFB_20,Ley para el Comité,,,no_match,NO_MATCH
6DAE5BFB_33,ley para participar o celebrar contratos,Ley de Participacion Ciudadana de la Ciudad de Mexico,71CE1013,safe,MATCH: 71CE1013
6DAE5BFB_33,Ley de Procedimiento Administrativo del Distrito Federal,Ley de Procedimiento Administrativo de la Ciudad de Mexico,0FC021B6,safe,MATCH: 0FC021B6
6DAE5BFB_39,Ley de Obras Públicas del Distrito Federal,Ley de Obras Publicas de la Ciudad de Mexico,B598BEAE,safe,MATCH: B598BEAE
6DAE5BFB_64,Ley de Ingresos del Distrito Federal en los casos de prórroga para el pago de créditos fiscales,Ley de Ingresos de la Ciudad de Mexico para el Ejercicio Fiscal 2025,91D97F46,safe,MATCH: 91D97F46
6DAE5BFB_69,Ley de Ingresos del Distrito Federal,Ley de Ingresos de la Ciudad de Mexico para el Ejercicio Fiscal 2025,91D97F46,safe,MATCH: 91D97F46
6DAE5BFB_88,Ley de Procedimiento Administrativo del Distrito Federal,Ley de Procedimiento Administrativo de la Ciudad de Mexico,0FC021B6,safe,MATCH: 0FC021B6
6DAE5BFB_88,Ley de Adquisiciones y Obras Públicas hasta su terminación,Ley de Adquisiciones para el Distrito Federal,6DAE5BFB,safe,MATCH: 6DAE5BFB
6DAE5BFB_88,LEY DE ADQUISICIONES,Ley de Adquisiciones para el Distrito Federal,6DAE5BFB,safe,MATCH: 6DAE5BFB
6DAE5BFB_88,LEY DE ADQUISICIONES,Ley de Adquisiciones para el Distrito Federal,6DAE5BFB,safe,MATCH: 6DAE5BFB
19B16EE9_1,Ley para la Promoción de la Convivencia Libre de Violencia en el Entorno Escolar del Distrito Federal,Ley para la Promocion de la Convivencia Libre de Violencia en el Entorno Escolar de la Ciudad de Mexico,36BD1180,safe,MATCH: 36BD1180
19B16EE9_19,Ley de Protección de Datos Personales del Distrito Federal,Ley de Proteccion de Datos Personales en Posesion de Sujetos Obligados de la Ciudad de Mexico,71D41E18,safe,MATCH: 71D41E18
F85A3C2E_1,Ley de Austeridad,"Ley de Austeridad, Transparencia en Remuneraciones, Prestaciones y Ejercicio de Recursos de la Ciudad de Mexico 2024",0565BA1A,safe,MATCH: 0565BA1A
F85A3C2E_1,Ley de Austeridad,"Ley de Austeridad, Transparencia en Remuneraciones, Prestaciones y Ejercicio de Recursos de la Ciudad de Mexico 2024",0565BA1A,safe,MATCH: 0565BA1A
F85A3C2E_2,Ley Orgánica del Tribunal de Justicia Administrativa de la Ciudad de México,Ley Organica del Tribunal de Justicia Administrativa de la Ciudad de Mexico.,F85A3C2E,safe,MATCH: F85A3C2E
F85A3C2E_3,ley de la materia,,,no_match,NO_MATCH
F85A3C2E_3,Ley de Procedimiento Administrativo del Distrito Federal,Ley de Procedimiento Administrativo de la Ciudad de Mexico,0FC021B6,safe,MATCH: 0FC021B6
F85A3C2E_3,Ley de Desarrollo Urbano de la Ciudad de México,Ley de Desarrollo Urbano del Distrito Federal,BA76459A,safe,MATCH: BA76459A
F85A3C2E_3,Ley General de Responsabilidades,Ley General de Responsabilidades Administrativas,8C1C6521,safe,MATCH: 8C1C6521
F85A3C2E_8,Ley de Transparencia,"Ley de Transparencia, Acceso a la Informacion Publica y Rendicion de Cuentas de la Ciudad de Mexico",95B2DA77,safe,MATCH: 95B2DA77
F85A3C2E_14,Ley de Austeridad,"Ley de Austeridad, Transparencia en Remuneraciones, Prestaciones y Ejercicio de Recursos de la Ciudad de Mexico 2024",0565BA1A,safe,MATCH: 0565BA1A
F85A3C2E_20,Ley de Austeridad,"Ley de Austeridad, Transparencia en Remuneraciones, Prestaciones y Ejercicio de Recursos de la Ciudad de Mexico 2024",0565BA1A,safe,MATCH: 0565BA1A
F85A3C2E_27,Ley de Transparencia,"Ley de Transparencia, Acceso a la Informacion Publica y Rendicion de Cuentas de la Ciudad de Mexico",95B2DA77,safe,MATCH: 95B2DA77
F85A3C2E_31,ley de la materia,,,no_match,NO_MATCH
F85A3C2E_34,Ley General de Responsabilidades,Ley General de Responsabilidades Administrativas,8C1C6521,safe,MATCH: 8C1C6521
F85A3C2E_60,Ley de Responsabilidades Administrativas de la Ciudad México,Ley de Responsabilidades Administrativas de la Ciudad de Mexico,491D6477,safe,MATCH: 491D6477
7C0414DA_5,Ley Orgánica del Distrito Federal,Ley Organica del Congreso de la Ciudad de Mexico,E0F8B44C,safe,MATCH: E0F8B44C
7C0414DA_28,Ley de Transparencia y Acceso a la Información Pública,"Ley de Transparencia, Acceso a la Informacion Publica y Rendicion de Cuentas de la Ciudad de Mexico",95B2DA77,safe,MATCH: 95B2DA77
7C0414DA_52,Ley del Consejo Económico y Social de la Ciudad de México le otorga al Consejo,"Ley Organica del Consejo Economico, Social y Ambiental de la Ciudad de Mexico",F0D91425,safe,MATCH: F0D91425
BD22E724_20,Ley de Adquisiciones y la Ley de Obras Públicas,Ley de Adquisiciones para el Distrito Federal,6DAE5BFB,safe,MATCH: 6DAE5BFB
BD22E724_21,Ley del Notariado de la Ciudad de México y establecer lineamientos y criterios de interpretación de la normatividad aplicable a la función notarial,Ley del Notariado para la Ciudad de Mexico,C57B66D6,safe,MATCH: C57B66D6
BD22E724_21,Ley de Adquisiciones y Ley de Obras Públicas,Ley de Adquisiciones para el Distrito Federal,6DAE5BFB,safe,MATCH: 6DAE5BFB
BD22E724_27,Ley de Presupuesto y Gasto Eficiente,,,no_match,NO_MATCH
BD22E724_27,Ley de Austeridad,"Ley de Austeridad, Transparencia en Remuneraciones, Prestaciones y Ejercicio de Recursos de la Ciudad de Mexico 2024",0565BA1A,safe,MATCH: 0565BA1A
BD22E724_27,Ley de Austeridad,"Ley de Austeridad, Transparencia en Remuneraciones, Prestaciones y Ejercicio de Recursos de la Ciudad de Mexico 2024",0565BA1A,safe,MATCH: 0565BA1A
BD22E724_28,Ley de Ingresos de la Ciudad de México,Ley de Ingresos de la Ciudad de Mexico para el Ejercicio Fiscal 2025,91D97F46,safe,MATCH: 91D97F46
BD22E724_28,Ley de Ingresos de la Ciudad de México,Ley de Ingresos de la Ciudad de Mexico para el Ejercicio Fiscal 2025,91D97F46,safe,MATCH: 91D97F46
BD22E724_31BIS,Ley de Desarrollo Urbano de la Ciudad de México,Ley de Desarrollo Urbano del Distrito Federal,BA76459A,safe,MATCH: BA76459A
BD22E724_32,ley de la materia y en el presente Reglamento,,,no_match,NO_MATCH
BD22E724_33,ley de la materia y en el presente Reglamento,,,no_match,NO_MATCH
BD22E724_36,Ley de Movilidad del Distrito Federal,Ley de Movilidad de la Ciudad de Mexico,A92D78A0,safe,MATCH: A92D78A0
BD22E724_36,Ley de Movilidad del Distrito Federal,Ley de Movilidad de la Ciudad de Mexico,A92D78A0,safe,MATCH: A92D78A0
BD22E724_40,Ley de Voluntad Anticipada para la Ciudad de México,Ley de Voluntad Anticipada para Distrito Federal,53142DC1,safe,MATCH: 53142DC1
BD22E724_71,Ley de Austeridad,"Ley de Austeridad, Transparencia en Remuneraciones, Prestaciones y Ejercicio de Recursos de la Ciudad de Mexico 2024",0565BA1A,safe,MATCH: 0565BA1A
BD22E724_71,Ley de Austeridad,"Ley de Austeridad, Transparencia en Remuneraciones, Prestaciones y Ejercicio de Recursos de la Ciudad de Mexico 2024",0565BA1A,safe,MATCH: 0565BA1A
BD22E724_81,Ley de Austeridad,"Ley de Austeridad, Transparencia en Remuneraciones, Prestaciones y Ejercicio de Recursos de la Ciudad de Mexico 2024",0565BA1A,safe,MATCH: 0565BA1A
BD22E724_82,Ley de Austeridad,"Ley de Austeridad, Transparencia en Remuneraciones, Prestaciones y Ejercicio de Recursos de la Ciudad de Mexico 2024",0565BA1A,safe,MATCH: 0565BA1A
BD22E724_85,Ley de Ingresos de la Ciudad de México,Ley de Ingresos de la Ciudad de Mexico para el Ejercicio Fiscal 2025,91D97F46,safe,MATCH: 91D97F46
BD22E724_87,Ley de Ingresos de la Ciudad de México y de las contribuciones federales coordinadas,Ley de Ingresos de la Ciudad de Mexico para el Ejercicio Fiscal 2025,91D97F46,safe,MATCH: 91D97F46
BD22E724_88,Ley de Ingresos de la Ciudad de México,Ley de Ingresos de la Ciudad de Mexico para el Ejercicio Fiscal 2025,91D97F46,safe,MATCH: 91D97F46
BD22E724_92,Ley de Ingresos de la Ciudad de México,Ley de Ingresos de la Ciudad de Mexico para el Ejercicio Fiscal 2025,91D97F46,safe,MATCH: 91D97F46
BD22E724_92,Ley de Ingresos de la Ciudad de México,Ley de Ingresos de la Ciudad de Mexico para el Ejercicio Fiscal 2025,91D97F46,safe,MATCH: 91D97F46
BD22E724_92,Ley de Ingresos de la Ciudad de México,Ley de Ingresos de la Ciudad de Mexico para el Ejercicio Fiscal 2025,91D97F46,safe,MATCH: 91D97F46
BD22E724_92,Ley de Ingresos de la Ciudad de México y de los instrumentos que de ésta emanen,Ley de Ingresos de la Ciudad de Mexico para el Ejercicio Fiscal 2025,91D97F46,safe,MATCH: 91D97F46
BD22E724_92,Ley de Ingresos de la Ciudad de México,Ley de Ingresos de la Ciudad de Mexico para el Ejercicio Fiscal 2025,91D97F46,safe,MATCH: 91D97F46
